order_item_id,order_id,product_id,quantity,price_per_unit
15379,9602,5508,3,114.58
15380,19381,2994,5,560.9
15381,18212,5798,3,663.43
15382,11156,663,3,971.43
15383,12777,2958,1,883.95
15384,9747,8602,2,560.56
15385,18592,6689,5,486.67
15386,10225,4092,4,923.29
15387,6682,1748,5,519.83
15388,988,6172,4,784.33
15389,14969,5110,5,790.28
15390,4225,3934,5,538.68
15391,19582,8365,2,747.93
15392,4696,2934,5,529.99
15393,14239,7331,3,941.31
15394,18849,812,2,279.41
15395,8731,3790,4,862.01
15396,3994,7002,2,284.13
15397,16242,5954,3,567.59
15398,17143,5174,5,411.62
15399,17186,8182,5,416.73
15400,12459,2920,5,850.36
15401,15560,2356,5,313.6
15402,726,2365,3,221.87
15403,1928,4773,4,895.81
15404,4360,4475,1,660.16
15405,15098,6394,1,958.05
15406,16257,1851,1,723.61
15407,7036,5754,4,215.81
15408,13809,2246,2,918.54
15409,18466,4430,4,815.08
15410,17184,2772,5,231.79
15411,13772,7447,1,711.71
15412,8388,6686,3,644.57
15413,3179,395,4,941.96
15414,1213,3969,5,129.73
15415,1547,9145,1,88.06
15416,10621,715,5,716.57
15417,8966,6399,2,163.43
15418,17144,3100,4,475.09
15419,13945,7785,1,262.15
15420,9899,8198,3,600.33
15421,9568,3302,2,348.23
15422,8096,9355,5,410.23
15423,546,1780,2,562.53
15424,6301,4283,2,543.42
15425,3444,6438,3,344.35
15426,15600,1181,4,679.91
15427,9538,380,2,433.33
15428,1336,4131,2,614.8
15429,9007,6663,2,430.02
15430,9184,6555,2,735.3
15431,682,4161,5,753.74
15432,14411,3617,3,199.63
15433,16331,7585,4,81.59
15434,17802,2477,1,406.66
15435,12474,6634,2,48.72
15436,5167,1781,3,772.92
15437,17274,2236,4,227.36
15438,13516,5282,4,946.63
15439,5620,6401,2,537.13
15440,8941,5967,4,613.71
15441,597,2070,4,366.61
15442,2080,9100,1,146.55
15443,7036,9948,1,443.31
15444,14294,4575,5,179.82
15445,17946,4762,1,305.61
15446,15828,9827,2,641.16
15447,9484,8330,2,944.64
15448,11962,1859,2,345.68
15449,7550,4336,5,649.03
15450,13218,3784,2,274.04
15451,1065,724,2,55.89
15452,6846,4584,2,354.94
15453,15526,6901,1,260.15
15454,11907,4781,3,292.69
15455,10645,8004,2,348.67
15456,973,5371,4,562.79
15457,10517,1900,2,507.95
15458,4738,8408,3,833.55
15459,11354,3652,4,497.45
15460,14126,6797,1,892.88
15461,13610,812,1,279.41
15462,17156,714,2,795.81
15463,7184,7057,2,955.77
15464,11457,3981,1,630.26
15465,4431,421,5,693.04
15466,15105,5320,4,557.97
15467,18323,5883,3,721.96
15468,13707,8460,3,629.61
15469,9082,7945,1,571.46
15470,8599,4104,1,794.35
15471,2759,2840,3,791.68
15472,12830,5946,4,521.41
15473,9353,6277,3,481.77
15474,5607,6293,1,215.83
15475,13935,6897,2,578.62
15476,14507,8072,2,892.51
15477,4712,2459,3,753.89
15478,14266,5745,2,601.15
15479,14454,698,5,759.05
15480,6207,5696,4,398.34
15481,19076,5432,2,992.33
15482,11648,6998,5,575.93
15483,11511,9588,2,989.6
15484,2329,6939,4,417.67
15485,18418,4263,5,939.2
15486,19711,9546,5,242.63
15487,15905,8330,1,944.64
15488,18350,513,5,50.17
15489,4509,3987,5,524.83
15490,12699,8640,3,741.96
15491,3910,7945,2,571.46
15492,14277,4625,2,353.52
15493,18500,9940,2,516.81
15494,2642,5004,1,360.21
15495,10570,2316,1,937.13
15496,16511,683,4,699.41
15497,577,715,3,716.57
15498,2183,5100,1,281.64
15499,13755,2334,1,518.13
15500,19215,7339,5,971.82
15501,616,3845,5,486.35
15502,14171,8012,3,813.02
15503,4595,8228,3,551.32
15504,17989,3332,5,328.21
15505,7757,1286,3,50.83
15506,3075,1969,5,367.95
15507,17033,5667,4,385.93
15508,6660,6261,1,897.8
15509,11794,9920,3,968.93
15510,13242,759,4,930.28
15511,19706,8853,4,822.95
15512,12761,6531,1,587.08
15513,16950,4989,5,786.13
15514,5475,168,5,917.64
15515,11530,2608,1,812.86
15516,1351,4395,5,782.54
15517,2768,9295,2,966.52
15518,17414,8112,5,811.42
15519,17869,6188,4,53.47
15520,2252,8904,2,576.8
15521,4989,4667,4,330.01
15522,17073,6667,4,951.07
15523,7048,7543,5,627.23
15524,10595,9892,5,833.99
15525,18986,7022,5,86.42
15526,11427,4492,3,754.67
15527,11594,1293,3,334.53
15528,11308,5346,2,13.76
15529,9225,4228,1,743.99
15530,14226,7071,4,348.22
15531,3888,5968,4,965.1
15532,18073,5334,5,194.91
15533,16822,3353,4,820.53
15534,14863,4918,4,363.63
15535,5795,1350,4,844.98
15536,19000,5792,3,13.51
15537,14486,3599,2,581.66
15538,16757,1642,1,800.11
15539,4387,1107,4,728.04
15540,16230,685,1,747.25
15541,5055,7474,1,166.87
15542,5910,1703,1,416.21
15543,12278,6464,3,198.6
15544,1389,1607,4,688.69
15545,1740,4328,3,870.19
15546,17177,6479,1,159.15
15547,6565,2482,2,581.8
15548,8303,530,5,102.4
15549,7241,9924,5,390.02
15550,12308,4986,3,964.05
15551,9423,2090,1,462.92
15552,1941,1274,3,669.24
15553,2264,4577,4,896.11
15554,3315,8946,3,322.81
15555,14244,2702,3,89.01
15556,11770,8896,5,273.39
15557,11785,2339,5,749.27
15558,6313,5683,4,719.73
15559,17521,4851,2,446.12
15560,1938,9033,1,745.14
15561,131,9701,4,156.16
15562,9278,4260,3,381.82
15563,8914,5391,4,881.67
15564,7540,4863,2,965.55
15565,9782,9798,5,811.39
15566,14972,7094,4,266.98
15567,3475,7215,3,502.2
15568,3642,3294,4,351.61
15569,4530,4314,3,372.39
15570,6139,2565,4,293.97
15571,4729,7577,5,238.36
15572,3975,9365,3,513.07
15573,6253,1047,1,59.05
15574,19549,6280,5,225.21
15575,10395,9962,3,999.08
15576,8104,6518,2,936.88
15577,6812,2861,4,523.65
15578,13511,4398,5,869.01
15579,6240,2994,3,560.9
15580,6597,1681,2,306.83
15581,9909,2935,4,283.53
15582,2153,2484,1,343.17
15583,11056,4341,2,790.64
15584,321,3849,5,904.44
15585,7212,7675,1,147.95
15586,16598,2055,2,302.21
15587,13495,829,3,870.01
15588,7680,4795,1,857.48
15589,3594,5951,3,906.94
15590,8515,1583,2,192.41
15591,11520,6584,4,238.88
15592,16497,4892,4,759.44
15593,10961,4673,2,912.89
15594,2235,7954,1,253.95
15595,11232,3459,4,801.98
15596,16159,1054,5,583.09
15597,17871,7957,4,960.21
15598,1838,4356,3,298.08
15599,2534,8228,4,551.32
15600,8064,7491,1,603.9
15601,1749,49,1,89.9
15602,19674,8237,2,378.28
15603,16322,6329,2,733.25
15604,14767,6147,2,644.61
15605,18814,946,2,46.61
15606,1612,4663,3,920.39
15607,19001,1,3,763.76
15608,8829,1981,5,859.13
15609,508,8988,5,404.81
15610,4811,1990,5,651.68
15611,8837,3999,2,541.59
15612,19052,7718,3,323.85
15613,6030,3521,1,223.75
15614,16197,2668,2,310.36
15615,13067,9031,2,330.8
15616,13237,8541,1,434.97
15617,6088,6379,3,78.77
15618,19763,1593,4,408.02
15619,19786,1750,4,159.62
15620,7393,5276,3,501.71
15621,2042,2406,4,909.88
15622,9103,29,5,436.44
15623,1876,5571,5,909.54
15624,17882,1223,4,556.1
15625,4949,7311,5,634.82
15626,6025,9339,2,436.2
15627,18378,9231,2,503.7
15628,12537,737,1,79.16
15629,7025,4062,5,859.21
15630,13600,8864,1,43.62
15631,8489,2210,4,230.03
15632,7814,87,4,899.97
15633,10109,1244,5,681.07
15634,12137,5702,3,165.85
15635,11109,3802,1,77.7
15636,23,5309,3,513.53
15637,18515,1007,2,310.7
15638,18384,5348,2,821.16
15639,6881,8426,4,91.41
15640,6270,7368,3,247.51
15641,8932,1688,1,233.41
15642,4339,3150,4,541.83
15643,17698,1470,2,162.49
15644,15776,5371,5,562.79
15645,7024,309,5,503.87
15646,7283,3666,1,170.74
15647,12832,2104,4,727.82
15648,1870,7013,3,40.53
15649,6912,6200,1,618.15
15650,17146,3540,2,119.49
15651,11774,5304,1,887.62
15652,1327,8606,1,32.99
15653,6939,4030,1,334.37
15654,15583,7961,1,207.46
15655,11366,5604,3,468.89
15656,11815,760,2,412.79
15657,16479,2016,5,157.87
15658,10405,3893,4,693.92
15659,7071,5659,5,991.94
15660,527,5255,3,420.57
15661,7743,5499,5,982.39
15662,1880,2860,3,359.13
15663,19337,6296,2,521.75
15664,17966,9957,3,715.07
15665,4469,6071,5,136.97
15666,2132,8132,3,974.41
15667,18703,7374,5,489.15
15668,297,4648,5,667.03
15669,2221,9615,2,644.69
15670,18793,9144,4,591.01
15671,3712,3149,2,710.29
15672,5201,6600,3,602.4
15673,10976,6991,2,946.86
15674,12485,5196,1,584.77
15675,1772,32,5,763.69
15676,16695,9679,5,889.18
15677,19041,9462,4,329.73
15678,3197,722,4,856.46
15679,10997,7944,3,677.61
15680,6841,4922,5,689.92
15681,1096,9891,5,717.87
15682,19140,6219,5,443.2
15683,8904,7605,2,488.19
15684,19584,578,4,735.42
15685,19018,7328,5,197.42
15686,12142,4023,4,10.66
15687,19413,2857,5,99.13
15688,419,8862,4,381.16
15689,1978,9716,4,768.92
15690,14531,3195,5,706.05
15691,990,3786,3,601.29
15692,6606,267,1,376.63
15693,9939,8697,3,505.47
15694,14851,1035,5,630.51
15695,8403,4780,5,83.89
15696,6351,7936,1,834.55
15697,12979,1998,4,836.75
15698,18965,3778,1,811.53
15699,19789,3879,5,454.38
15700,1099,2180,4,737.44
15701,14167,798,5,357.92
15702,12029,6666,2,880.13
15703,7539,9494,2,366.91
15704,6922,8179,4,829.4
15705,18884,7451,4,627.76
15706,9063,5149,5,47.8
15707,9111,2488,3,763.51
15708,10455,6387,4,717.68
15709,2190,3192,5,958.01
15710,6355,1227,4,876.37
15711,2316,8268,1,705.74
15712,7061,1336,3,960.55
15713,2325,6754,5,248.44
15714,10107,8133,1,713.19
15715,1822,3816,4,950.52
15716,2382,2300,3,926.51
15717,10523,3631,1,58.09
15718,14392,207,3,528.03
15719,6774,9362,4,84.65
15720,5600,6287,2,918.42
15721,122,6845,5,724.33
15722,3254,6836,4,902.99
15723,6470,3280,2,874.5
15724,8688,4431,3,36.26
15725,8099,4309,2,449.08
15726,16719,8612,2,547.51
15727,13830,7802,2,720.6
15728,11835,1222,3,171.49
15729,2068,20,1,187.26
15730,4973,4550,5,926.44
15731,10254,5625,2,293.39
15732,10557,4681,3,682.19
15733,18553,5093,5,761.86
15734,439,7285,5,531.02
15735,17612,4167,5,286.34
15736,10284,9144,1,591.01
15737,8041,7659,1,886.8
15738,12553,4634,4,821.18
15739,19807,231,1,262.08
15740,10057,269,2,825.51
15741,15391,1195,3,358.27
15742,2578,2259,1,787.42
15743,17763,4192,4,37.52
15744,14408,8296,1,963.3
15745,9446,9275,1,820.29
15746,7089,26,4,513.94
15747,13712,7761,1,729.39
15748,16292,4897,5,52.97
15749,4109,9731,2,429.8
15750,13963,9971,5,951.16
15751,2939,8392,5,441.31
15752,7680,328,5,73.9
15753,6827,7235,3,217.06
15754,10093,1958,2,288.26
15755,9849,3094,4,280.87
15756,6943,9227,5,512.54
15757,16246,6171,3,101.51
15758,13424,4343,3,926.83
15759,7977,8451,4,446.7
15760,18320,2324,4,928.27
15761,14790,1316,5,367.3
15762,4977,4308,1,652.23
15763,635,893,4,982.6
15764,6664,9443,1,317.56
15765,12196,4461,2,707.96
15766,9988,1181,2,679.91
15767,6004,4897,4,52.97
15768,4094,9905,2,985.32
15769,4512,9544,2,310.16
15770,4772,5434,1,598.66
15771,14852,5298,2,865.47
15772,1705,5063,4,280.63
15773,17690,7167,4,834.86
15774,12800,9487,5,717.19
15775,16704,6920,1,695.06
15776,6427,2702,3,89.01
15777,14823,2440,1,942.83
15778,10201,2243,2,201.16
15779,11921,2384,4,355.79
15780,4385,1290,4,67.68
15781,5101,2053,5,84.06
15782,11074,9481,5,414.18
15783,604,3753,2,740.55
15784,6787,5096,2,227.57
15785,9101,1941,3,118.55
15786,12564,5459,4,10.91
15787,10744,9239,5,860.6
15788,7494,5376,1,677.16
15789,15240,9924,3,390.02
15790,12977,8568,3,612.01
15791,9986,9728,3,556.01
15792,11162,3574,2,355.43
15793,19109,6317,4,269.24
15794,2372,8179,5,829.4
15795,15425,2795,1,375.76
15796,2885,4348,4,285.07
15797,13889,5099,1,920.8
15798,11036,986,1,986.68
15799,11036,3581,2,319.9
15800,12699,9229,1,665.95
15801,9534,9827,3,641.16
15802,12781,9470,4,188.28
15803,12919,6545,3,194.97
15804,19183,9318,3,953.07
15805,3827,8310,4,511.66
15806,8553,804,3,122.7
15807,19313,2746,5,301.28
15808,9534,4566,2,437.59
15809,13910,3105,4,63.22
15810,3213,6067,4,510.43
15811,9854,5189,3,325.58
15812,1455,3961,1,548.51
15813,18822,5030,4,534.85
15814,11743,7172,2,378.25
15815,9435,9202,2,266.19
15816,19613,4738,3,968.69
15817,11969,477,5,424.68
15818,5869,9870,5,193.86
15819,17795,3755,5,504.76
15820,6629,1769,3,30.8
15821,6373,4572,3,762.3
15822,15501,2269,3,382.94
15823,14903,1033,1,379.15
15824,15522,7146,4,375.22
15825,13549,1575,1,376.24
15826,14117,9696,4,682.86
15827,14594,5082,5,752.93
15828,10343,9973,4,895.11
15829,2146,8675,3,422.64
15830,1902,3063,2,673.53
15831,15539,1803,5,43.19
15832,2572,7975,5,229.25
15833,8621,8591,2,680.22
15834,8390,1797,2,236.68
15835,10141,4439,1,971.13
15836,18652,4219,2,461.65
15837,17785,8708,2,71.95
15838,3415,352,5,261.06
15839,19447,7545,3,976.94
15840,7780,2819,3,826.21
15841,18446,6421,5,209.66
15842,15934,5701,1,928.43
15843,16262,2387,5,810.08
15844,16076,781,4,843.75
15845,12286,8932,5,103.8
15846,16865,5536,1,334.06
15847,14508,4140,5,424.04
15848,18385,8827,1,318.02
15849,8938,6531,2,587.08
15850,13786,5823,2,703.18
15851,17013,3339,3,468.51
15852,12640,6262,1,721.24
15853,4792,5581,2,811.67
15854,11039,1713,4,871.52
15855,7302,9016,3,150.52
15856,254,7399,5,893.35
15857,395,806,2,463.73
15858,14631,7747,3,974.27
15859,2732,4289,5,187.04
15860,4091,8997,4,920.91
15861,19993,7178,1,631.62
15862,18392,3227,5,190.14
15863,5731,7227,3,142.0
15864,13181,8636,3,198.7
15865,127,2109,5,675.06
15866,2389,9086,4,598.35
15867,10513,2225,2,916.78
15868,11676,6581,2,409.48
15869,17078,8027,5,440.01
15870,18597,2815,4,173.95
15871,3031,5424,4,541.8
15872,7160,4773,3,895.81
15873,9433,5090,4,159.99
15874,3973,646,4,919.01
15875,14155,549,3,244.48
15876,14130,6347,4,93.41
15877,6367,1085,4,773.86
15878,14748,2064,3,905.29
15879,16767,1925,4,256.36
15880,17518,928,4,759.5
15881,6748,5518,4,646.76
15882,6620,5225,3,185.6
15883,9310,2570,5,867.27
15884,9612,3458,5,12.77
15885,3968,4617,2,719.78
15886,9433,905,3,500.71
15887,6949,9314,5,52.59
15888,5161,6200,2,618.15
15889,4172,9614,4,125.59
15890,19904,5847,3,535.49
15891,2774,5091,2,64.81
15892,17589,9915,1,741.89
15893,11292,3588,4,269.91
15894,5976,4361,2,906.54
15895,10433,1663,4,988.63
15896,17008,6123,5,696.33
15897,52,7041,3,191.4
15898,7227,1114,2,259.68
15899,17958,4949,3,115.04
15900,17236,4697,4,449.92
15901,15472,5558,4,140.73
15902,10166,996,5,83.8
15903,11553,3519,4,861.96
15904,11930,6219,5,443.2
15905,12590,572,5,562.5
15906,15812,3355,3,34.51
15907,464,4476,4,441.7
15908,7301,87,2,899.97
15909,9125,4548,1,166.17
15910,7389,6098,2,530.17
15911,13363,679,4,465.09
15912,3014,463,2,833.94
15913,10142,7815,4,323.84
15914,2179,5093,1,761.86
15915,9760,4297,2,674.69
15916,11328,7151,3,207.87
15917,13651,1296,3,294.44
15918,4090,9048,4,856.2
15919,13609,4626,5,273.64
15920,1370,1217,3,133.65
15921,9899,9976,5,515.48
15922,3454,8119,2,732.79
15923,195,1184,3,209.12
15924,3811,8028,4,361.8
15925,11846,3938,3,279.85
15926,11995,9254,4,836.7
15927,1886,3243,1,285.75
15928,1018,9073,4,786.11
15929,18650,4852,5,314.65
15930,1382,8003,2,532.45
15931,13262,175,1,201.27
15932,13756,6063,2,957.74
15933,16125,8854,2,391.83
15934,13677,3334,4,819.46
15935,19401,6996,4,542.93
15936,10309,7507,1,387.03
15937,17594,3363,2,917.62
15938,14296,5283,1,240.27
15939,4606,501,3,422.98
15940,4055,8083,1,524.31
15941,3487,4465,1,422.39
15942,13730,6050,2,459.67
15943,798,5130,4,565.68
15944,12721,3667,3,821.49
15945,16014,4320,1,587.0
15946,10659,9180,1,640.73
15947,15729,2170,5,394.22
15948,16786,7575,1,999.51
15949,5193,7954,4,253.95
15950,4615,329,3,345.37
15951,17115,8117,2,560.05
15952,12995,2089,1,766.61
15953,5829,8048,4,933.45
15954,12530,9080,5,965.12
15955,18977,3904,5,533.27
15956,8414,783,4,438.01
15957,7546,3907,4,690.77
15958,13429,2934,3,529.99
15959,19981,9207,4,375.62
15960,1384,7858,1,675.46
15961,4921,8833,3,585.09
15962,5927,1336,3,960.55
15963,9000,3483,3,94.46
15964,4831,3150,4,541.83
15965,4587,3490,1,319.98
15966,9645,6191,1,571.01
15967,6086,261,3,80.14
15968,5768,9612,4,815.17
15969,9947,4084,2,659.45
15970,3409,871,1,196.26
15971,4413,9677,4,275.47
15972,3010,8542,1,995.98
15973,5840,3921,4,80.1
15974,13344,7735,5,120.27
15975,13796,2232,2,641.36
15976,16262,4876,3,35.93
15977,2529,1814,4,17.23
15978,6076,4637,4,362.66
15979,16667,6042,3,573.38
15980,1542,6332,4,506.69
15981,16203,2306,2,32.77
15982,17042,9425,5,209.23
15983,19739,8665,1,71.76
15984,13544,894,3,775.56
15985,18037,5505,5,860.56
15986,320,3005,4,345.92
15987,14220,6262,3,721.24
15988,12580,6499,2,752.62
15989,17197,988,3,298.44
15990,10126,5355,3,527.31
15991,4491,9679,4,889.18
15992,14874,9456,1,688.86
15993,14969,3909,3,618.08
15994,18611,1132,5,488.93
15995,5836,6420,2,845.93
15996,6341,4214,1,785.82
15997,7444,5988,1,398.05
15998,12384,4144,2,174.7
15999,5867,2522,3,222.92
16000,12788,782,4,229.99
16001,9356,2323,5,402.06
16002,4446,4015,4,657.15
16003,13007,8466,1,460.87
16004,17942,6698,3,817.38
16005,16686,4681,4,682.19
16006,6135,1029,2,754.17
16007,10529,2705,2,435.95
16008,1980,9817,4,162.58
16009,13090,7894,5,235.59
16010,16245,4676,2,965.89
16011,11350,6076,1,670.88
16012,18862,5727,4,135.39
16013,13059,9409,5,550.97
16014,5720,5040,4,254.39
16015,18505,3915,3,826.47
16016,4127,6578,2,249.68
16017,14972,2563,3,232.6
16018,12013,5390,3,927.3
16019,5349,1923,1,863.77
16020,8922,7885,4,673.84
16021,19518,9255,1,710.73
16022,18397,7068,5,435.38
16023,13563,5580,5,377.51
16024,8903,88,4,169.96
16025,4334,9198,2,231.26
16026,286,5767,1,759.33
16027,19647,8003,3,532.45
16028,3741,3139,4,366.34
16029,9596,2824,5,147.23
16030,12429,5849,2,857.81
16031,17813,1457,2,459.05
16032,16029,3470,2,430.32
16033,537,6444,5,168.55
16034,2545,1302,2,715.16
16035,11510,2210,5,230.03
16036,11535,2239,5,373.29
16037,5240,7069,3,675.55
16038,6643,4010,5,75.38
16039,14656,909,2,676.44
16040,13541,4148,3,230.62
16041,1308,2165,5,496.75
16042,10878,9169,5,141.87
16043,5581,3619,3,775.11
16044,13463,5950,3,497.75
16045,7313,38,5,961.52
16046,17390,3044,4,104.99
16047,15220,2344,3,763.64
16048,10794,6886,1,768.12
16049,4897,8534,2,678.03
16050,6717,686,4,917.68
16051,19751,7901,5,529.57
16052,9035,2582,2,96.55
16053,13341,886,3,397.71
16054,6857,496,3,509.49
16055,12152,8250,5,367.34
16056,19811,3993,1,660.78
16057,15532,179,2,699.91
16058,3734,2603,3,945.23
16059,4620,6541,1,847.96
16060,19604,3025,2,177.69
16061,11588,4287,4,395.2
16062,8250,1309,3,128.55
16063,7308,6333,1,416.1
16064,19919,594,5,690.15
16065,18907,8528,3,861.29
16066,18196,9707,5,121.78
16067,12026,1795,4,184.83
16068,11025,4203,4,659.66
16069,3909,1235,5,860.12
16070,2569,2414,4,662.05
16071,4976,8518,4,184.76
16072,13208,3916,4,609.92
16073,11571,3387,3,310.59
16074,7423,9669,2,948.83
16075,12151,1106,4,99.05
16076,11179,514,4,289.85
16077,13378,9815,2,525.13
16078,19678,6419,2,794.74
16079,19543,6581,1,409.48
16080,300,6740,5,538.29
16081,5836,1404,3,89.83
16082,17204,5263,3,682.42
16083,8115,2875,1,956.18
16084,2998,6226,1,878.73
16085,6208,7340,1,261.25
16086,13755,8850,3,16.43
16087,17063,7792,5,551.61
16088,15792,7759,4,229.2
16089,5690,1058,3,959.93
16090,9516,9011,1,733.27
16091,1379,4794,2,415.88
16092,1985,6655,1,521.88
16093,16061,5057,5,994.61
16094,9016,4658,4,402.35
16095,15754,6637,5,377.43
16096,13622,450,1,763.1
16097,10227,7459,5,533.06
16098,10154,4223,5,730.01
16099,5447,1801,3,901.77
16100,2798,3890,3,774.83
16101,3690,2197,1,480.29
16102,1894,2271,5,984.93
16103,4870,1967,1,661.82
16104,18692,882,4,753.65
16105,4714,7480,4,498.6
16106,11506,4039,2,997.82
16107,17988,5641,4,205.69
16108,12602,6209,2,804.47
16109,10011,8509,1,858.23
16110,2924,957,1,760.23
16111,14746,4303,2,912.12
16112,7956,5287,4,600.89
16113,12348,8710,2,238.1
16114,18189,8323,5,702.76
16115,6986,7336,1,885.29
16116,3204,2543,4,568.48
16117,18255,2914,4,67.49
16118,4241,5883,4,721.96
16119,3610,3983,5,103.71
16120,16416,7911,5,882.85
16121,15976,2890,4,920.49
16122,10777,7253,4,502.18
16123,3930,3319,3,137.94
16124,5754,6087,1,245.58
16125,12441,1817,4,918.21
16126,10720,3527,4,390.25
16127,84,5812,2,981.87
16128,1541,5638,5,523.98
16129,19874,2233,2,812.59
16130,7684,302,1,370.81
16131,1635,2374,4,768.27
16132,3971,1981,4,859.13
16133,6193,4880,4,330.25
16134,3983,1865,5,56.62
16135,12348,444,5,820.14
16136,9729,8045,1,376.81
16137,14094,5651,4,236.83
16138,14083,7602,5,899.26
16139,9247,9071,5,361.63
16140,3352,1678,5,838.0
16141,7971,8826,5,593.71
16142,602,2758,1,769.57
16143,7636,9149,2,659.85
16144,10834,6971,5,138.54
16145,15650,3878,1,27.98
16146,5554,1767,2,706.6
16147,14639,1054,2,583.09
16148,12577,3330,3,659.42
16149,3538,5407,3,430.52
16150,12590,7773,3,857.36
16151,16064,9727,3,416.16
16152,18807,6459,3,113.65
16153,6420,6359,4,67.45
16154,1868,599,1,619.91
16155,6398,6685,1,488.84
16156,18990,2798,4,829.39
16157,11681,1123,1,805.98
16158,2322,3078,1,743.82
16159,19128,9947,1,904.21
16160,9002,6567,4,208.64
16161,5823,9784,2,931.53
16162,240,6525,1,417.7
16163,12265,6133,3,496.48
16164,2511,5050,5,144.02
16165,2366,2483,4,388.93
16166,9786,6993,2,627.83
16167,12228,9123,3,931.49
16168,14844,1324,3,954.08
16169,15710,6303,1,356.29
16170,2612,6493,4,710.31
16171,5712,176,1,550.23
16172,7984,6715,1,536.73
16173,15850,1450,2,923.5
16174,3739,5412,5,583.35
16175,17361,7766,4,237.06
16176,11745,9224,4,723.31
16177,12514,3327,1,341.31
16178,5520,6934,2,492.24
16179,13347,509,3,527.55
16180,2067,3184,1,898.44
16181,13048,3342,1,633.63
16182,10113,1002,2,794.9
16183,19572,1073,1,361.3
16184,814,8717,5,398.12
16185,9624,8414,3,489.39
16186,1099,5439,3,192.63
16187,19550,990,1,56.96
16188,12453,9222,5,794.05
16189,14400,9102,5,53.79
16190,14988,9599,5,592.59
16191,4724,4388,4,752.39
16192,16676,2251,2,426.48
16193,19742,9970,5,341.83
16194,8528,8344,4,92.85
16195,14592,4668,5,959.52
16196,7301,8236,4,528.38
16197,13541,4079,1,391.05
16198,18237,2624,2,537.21
16199,4366,6316,1,460.22
16200,11171,4056,1,236.23
16201,3469,7709,1,937.66
16202,17048,7648,5,671.18
16203,4633,3726,1,696.82
16204,18348,7284,4,809.17
16205,5740,4841,5,476.63
16206,16012,9515,3,615.32
16207,9654,7304,3,212.88
16208,8492,107,2,661.4
16209,12863,551,1,504.25
16210,11384,340,5,124.82
16211,2229,8865,1,629.13
16212,16520,4378,1,74.88
16213,15143,4657,1,67.58
16214,10811,2189,3,233.44
16215,7052,7748,2,547.93
16216,16244,2245,2,736.7
16217,1920,3642,3,829.2
16218,9421,2771,2,456.07
16219,7056,9324,1,345.87
16220,13197,5172,2,612.06
16221,1273,399,2,970.81
16222,2356,6838,4,151.11
16223,4693,2176,4,338.67
16224,2778,5202,5,811.28
16225,6903,1084,5,623.81
16226,5884,7533,3,308.87
16227,2936,1842,1,354.08
16228,13249,2551,1,669.18
16229,19808,3376,1,186.43
16230,3244,7494,3,632.59
16231,3572,2343,2,880.35
16232,15105,749,4,636.48
16233,1371,9361,4,226.24
16234,17499,452,3,814.8
16235,6615,5465,4,905.34
16236,14221,1360,3,306.96
16237,2846,6787,1,426.56
16238,14489,215,1,763.52
16239,14969,4636,1,393.1
16240,1659,1865,5,56.62
16241,3351,3538,2,122.31
16242,6226,6319,5,37.84
16243,16781,2374,5,768.27
16244,11330,9104,3,579.02
16245,9346,5810,1,850.43
16246,1360,9207,1,375.62
16247,2454,224,5,286.32
16248,15222,8400,3,733.4
16249,17610,7079,1,472.27
16250,12166,7194,5,969.91
16251,2261,7377,2,489.61
16252,17083,1967,1,661.82
16253,11183,7765,2,807.4
16254,8395,1932,2,289.07
16255,15374,7457,4,981.73
16256,3864,7716,2,689.61
16257,2013,4996,2,355.52
16258,18232,219,1,260.09
16259,3103,4496,3,712.95
16260,12597,7373,2,283.01
16261,6110,2173,4,482.31
16262,7837,5364,5,820.85
16263,13364,8568,1,612.01
16264,687,2785,3,342.38
16265,8967,9836,5,145.52
16266,19646,7885,1,673.84
16267,15827,8518,2,184.76
16268,12700,8240,1,265.71
16269,3789,5040,5,254.39
16270,928,9408,2,336.07
16271,1351,2239,4,373.29
16272,5341,5809,3,822.99
16273,4132,2233,3,812.59
16274,3496,3919,2,583.07
16275,1654,9659,1,832.01
16276,1827,5070,2,136.82
16277,15602,523,3,747.13
16278,11358,3377,5,610.31
16279,3951,1699,1,691.02
16280,19343,205,1,215.41
16281,7454,7057,4,955.77
16282,8832,27,2,41.22
16283,11295,3371,3,169.95
16284,18160,7307,2,754.76
16285,8704,7440,1,190.78
16286,6675,727,3,661.98
16287,19823,4208,1,111.41
16288,4000,8110,4,291.82
16289,12958,742,3,102.38
16290,19207,5663,4,399.38
16291,9550,6520,5,693.54
16292,8378,329,1,345.37
16293,8455,3670,2,909.95
16294,5576,665,2,609.94
16295,11891,1458,4,413.0
16296,8698,5486,2,825.76
16297,8955,9127,3,515.06
16298,13041,1919,5,590.17
16299,9654,1893,2,666.4
16300,14731,6830,5,567.52
16301,9277,812,4,279.41
16302,14253,2689,4,18.18
16303,431,3782,1,772.02
16304,1850,9782,4,661.94
16305,7730,7961,1,207.46
16306,3582,6949,1,737.8
16307,11988,8420,1,111.33
16308,13636,8817,2,164.99
16309,18083,5162,5,940.81
16310,15338,6068,4,540.3
16311,5364,5678,1,259.51
16312,3067,2956,3,490.39
16313,12406,4922,5,689.92
16314,5583,9267,1,74.45
16315,7635,8651,2,29.02
16316,15435,8544,3,378.86
16317,13708,7537,5,317.07
16318,7947,5018,3,33.8
