order_id,user_id,order_date,status,total_amount
2777,5890,2024-05-24 08:13:46.940645,confirmed,1050.79
2778,620,2024-02-23 22:39:56.757916,shipped,9177.39
2779,2760,2024-10-06 17:35:33.200086,delivered,1203.08
2780,6517,2024-03-30 22:17:35.011228,shipped,1740.63
2781,437,2024-01-07 00:49:04.510503,confirmed,206.36
2782,9851,2024-04-01 19:54:10.186508,confirmed,2387.24
2783,4889,2024-08-22 22:35:16.954079,pending,1749.02
2784,5086,2023-11-14 05:43:47.137017,pending,11327.2
2785,4326,2023-12-11 13:58:18.862107,delivered,4848.15
2786,6209,2024-07-10 17:08:43.774168,shipped,2689.67
2787,735,2023-11-27 17:20:08.294384,shipped,5377.43
2788,9835,2024-05-08 04:56:20.525152,delivered,5867.77
2789,5798,2024-08-13 02:01:13.031393,shipped,6514.95
2790,1305,2024-05-19 22:41:04.815170,cancelled,2516.52
2791,8966,2024-09-25 06:31:26.149908,confirmed,4939.64
2792,5602,2024-03-06 19:35:47.832418,pending,2211.39
2793,5847,2023-10-15 03:49:01.231085,cancelled,4084.65
2794,8610,2024-08-31 18:17:20.551763,cancelled,1256.88
2795,4407,2024-08-27 17:10:37.067091,confirmed,275.52
2796,3517,2024-04-09 16:51:43.813465,cancelled,6944.73
2797,6167,2023-12-31 15:24:36.290927,pending,5738.01
2798,698,2024-08-22 20:45:57.377046,shipped,6145.84
2799,9443,2024-09-20 08:23:17.098881,cancelled,2465.53
2800,3511,2024-07-23 02:34:17.302956,cancelled,1541.4
2801,9506,2024-09-28 13:48:44.892557,shipped,849.18
2802,3356,2024-05-20 09:01:05.221272,cancelled,416.88
2803,4958,2024-07-31 08:08:45.445269,cancelled,3181.25
2804,2628,2023-11-22 05:14:58.693701,shipped,4310.29
2805,1161,2024-02-26 06:52:33.237588,delivered,824.34
2806,7867,2024-04-28 14:15:44.314419,shipped,8850.62
2807,9860,2024-05-28 03:51:54.719868,confirmed,7790.42
2808,6577,2024-01-10 16:00:31.312586,cancelled,14122.97
2809,1276,2024-03-03 19:14:24.840549,pending,2829.95
2810,5608,2024-07-04 07:54:56.288168,delivered,6280.12
2811,816,2023-11-29 09:02:20.392380,cancelled,2040.75
2812,9867,2024-03-28 15:15:23.078960,pending,4456.23
2813,8303,2024-07-31 08:04:20.751029,confirmed,681.7
2814,7593,2023-12-24 07:21:06.180874,cancelled,0
2815,2912,2023-12-14 14:10:50.607617,delivered,3267.38
2816,5269,2024-03-09 01:24:49.163227,cancelled,6864.55
2817,6063,2024-05-10 21:35:58.968157,shipped,488.65
2818,5383,2024-10-05 18:26:57.428405,shipped,5672.75
2819,851,2024-09-09 02:23:02.271615,delivered,2414.9
2820,5708,2024-04-03 02:28:03.915977,cancelled,0
2821,3319,2024-09-14 15:06:54.466672,delivered,9721.15
2822,6172,2024-04-24 13:10:07.101544,confirmed,4673.04
2823,1383,2024-07-28 13:36:55.555023,cancelled,8194.42
2824,1313,2023-10-27 22:57:57.037730,delivered,2373.73
2825,781,2024-10-07 14:01:33.085312,pending,2734.77
2826,3059,2024-08-19 05:37:20.997651,delivered,0
2827,7675,2024-02-25 16:00:56.488576,confirmed,0
2828,4033,2023-12-29 21:30:09.630839,shipped,4036.13
2829,5614,2024-04-23 06:07:06.057271,delivered,5613.44
2830,2930,2023-10-29 12:08:47.319923,delivered,908.54
2831,5908,2024-08-01 19:36:20.468572,delivered,3603.26
2832,349,2024-02-22 17:12:05.884205,confirmed,892.62
2833,4442,2023-12-10 22:24:45.645155,delivered,3628.84
2834,8098,2023-11-01 17:23:05.500488,shipped,3172.93
2835,8148,2023-11-10 12:12:03.770890,shipped,89.83
2836,2269,2024-02-16 07:57:52.367688,delivered,4147.98
2837,2961,2024-03-31 10:46:43.547210,delivered,2972.59
2838,3510,2024-04-07 01:33:38.443206,shipped,1946.69
2839,7735,2024-05-18 05:51:05.794157,pending,4860.07
2840,5226,2023-10-24 11:38:26.232754,pending,11630.62
2841,7715,2024-03-16 03:39:58.085933,shipped,4463.2
2842,7308,2024-03-11 02:32:04.569951,cancelled,0
2843,1749,2024-05-20 07:12:32.860209,shipped,3605.35
2844,4805,2024-02-29 18:50:19.882447,pending,592.75
2845,1939,2024-09-18 20:05:19.840953,shipped,6508.06
2846,1572,2024-03-08 06:55:34.395077,confirmed,14994.53
2847,8114,2024-02-02 22:54:19.206299,delivered,1375.15
2848,9862,2024-05-13 00:45:05.734166,shipped,1112.79
2849,9216,2024-05-16 15:40:27.460088,cancelled,4171.42
2850,9675,2024-03-03 00:57:22.664808,cancelled,2973.19
2851,7313,2023-12-22 19:30:50.960962,confirmed,0
2852,9500,2024-09-23 16:46:11.971594,pending,3109.09
2853,1785,2024-07-04 07:06:04.073053,delivered,5372.4
2854,2792,2024-04-16 01:19:00.963280,shipped,2223.05
2855,4736,2024-07-16 08:30:58.932877,shipped,292.53
2856,7930,2024-01-22 02:16:25.905731,confirmed,5653.05
2857,29,2024-01-09 00:17:29.959015,delivered,750.54
2858,6709,2024-07-26 13:38:29.415571,delivered,2570.24
2859,1187,2024-05-22 20:34:19.514767,cancelled,4308.0
2860,1607,2024-09-22 03:56:10.508501,delivered,1500.28
2861,8664,2024-04-04 20:21:35.664855,pending,5808.42
2862,4548,2023-10-12 09:48:33.970403,pending,6637.87
2863,2417,2024-07-26 19:11:39.954412,pending,3166.52
2864,975,2024-08-02 13:41:01.985696,delivered,3267.24
2865,3663,2024-05-23 00:10:52.363129,pending,3268.57
2866,2712,2024-05-25 18:22:58.032433,delivered,2469.96
2867,627,2023-12-06 00:10:03.419773,delivered,906.68
2868,2407,2024-04-07 03:52:06.560432,delivered,5844.3
2869,9394,2024-01-01 23:09:15.063831,confirmed,3800.57
2870,3001,2024-06-27 20:16:16.502529,pending,0
2871,7174,2024-04-07 14:03:46.797899,shipped,865.53
2872,176,2024-02-22 13:31:39.756434,pending,0
2873,7266,2024-03-23 23:24:06.824238,delivered,820.73
2874,2187,2023-10-19 17:30:51.327523,pending,733.6
2875,565,2023-12-16 19:56:00.238701,cancelled,8207.33
2876,2256,2024-04-14 20:16:20.929745,cancelled,7800.4
2877,4189,2024-03-22 08:39:22.386006,delivered,2880.63
2878,6152,2024-07-07 02:52:34.713381,cancelled,4445.16
2879,4629,2024-08-15 04:54:09.961532,shipped,5858.13
2880,1415,2024-02-04 03:16:54.899113,delivered,0
2881,3869,2023-11-04 10:49:48.070507,shipped,2277.84
2882,5136,2024-06-14 21:05:21.732391,delivered,4642.01
2883,9177,2024-05-27 00:53:56.294926,cancelled,6367.15
2884,5179,2023-11-04 17:41:04.812128,cancelled,3376.52
2885,730,2023-10-20 03:37:44.042566,delivered,5465.13
2886,8289,2024-04-11 09:36:26.824135,delivered,0
2887,2938,2024-05-17 03:31:12.901959,pending,5306.23
2888,5392,2024-03-23 05:01:38.873784,delivered,3470.35
2889,3850,2024-02-20 20:42:19.116532,delivered,6236.7
2890,1538,2024-07-23 03:00:28.825302,delivered,537.21
2891,5466,2024-04-21 12:00:00.022311,pending,5691.46
2892,3866,2024-05-04 23:00:52.321643,pending,4586.09
2893,5615,2023-12-11 02:33:13.318571,cancelled,1723.84
2894,8059,2024-01-22 16:02:21.396574,shipped,3113.28
2895,9579,2024-05-14 16:19:33.949994,delivered,0
2896,2293,2024-07-04 21:02:02.246642,pending,9204.45
2897,2700,2024-06-28 12:29:24.937154,confirmed,5102.42
2898,2395,2024-08-24 17:45:51.919864,confirmed,0
2899,2646,2023-11-09 15:07:22.354837,delivered,5151.11
2900,9070,2023-12-29 17:31:00.374338,pending,3535.24
2901,2082,2024-07-05 13:42:53.419298,pending,2476.7
2902,2418,2024-04-18 15:46:58.475767,delivered,2613.3
2903,7452,2024-05-12 13:13:49.296338,confirmed,5593.03
2904,5541,2024-04-19 16:54:48.711903,delivered,1454.32
2905,1153,2023-11-21 22:50:39.399628,confirmed,1811.62
2906,4564,2024-03-01 18:01:24.243339,pending,3930.52
2907,8819,2023-11-09 14:22:17.200015,confirmed,0
2908,7657,2023-12-12 16:01:27.428246,cancelled,7051.81
2909,1372,2024-01-22 12:37:26.539365,delivered,129.06
2910,1614,2024-06-11 06:43:40.861668,cancelled,3902.12
2911,955,2024-08-04 03:50:34.201220,shipped,4937.89
2912,3624,2024-02-03 10:10:49.293240,cancelled,4627.75
2913,7314,2024-03-04 00:00:46.360332,delivered,6486.15
2914,9248,2024-04-30 01:09:23.588232,cancelled,4029.49
2915,5393,2023-12-17 12:45:04.036542,cancelled,8398.92
2916,3441,2023-12-06 18:18:04.253012,confirmed,2739.69
2917,6206,2024-08-28 09:51:56.784738,cancelled,4255.34
2918,9172,2024-01-13 13:26:40.980412,confirmed,7173.27
2919,6398,2024-09-19 16:38:00.679546,confirmed,1984.5
2920,3669,2024-08-04 00:49:26.633045,confirmed,4691.33
2921,9525,2024-06-10 21:21:22.842414,shipped,2140.34
2922,8658,2024-09-29 12:40:45.410620,shipped,4700.88
2923,1780,2023-11-14 04:47:22.093063,shipped,6141.31
2924,3075,2023-12-13 08:13:37.556742,confirmed,7542.65
2925,464,2024-06-22 10:56:19.714659,shipped,1720.12
2926,6082,2024-02-20 12:37:00.526922,delivered,7432.38
2927,3972,2024-06-10 23:07:45.362292,pending,5250.86
2928,3338,2023-11-12 20:28:18.632257,pending,5070.25
2929,9041,2024-04-20 03:46:26.995734,confirmed,848.12
2930,6981,2024-08-11 13:09:48.711661,delivered,4825.81
2931,8231,2024-04-23 19:33:10.361469,delivered,1919.18
2932,7286,2023-10-26 07:07:07.093536,confirmed,1831.09
2933,3152,2024-04-15 23:17:58.968487,cancelled,153.24
2934,5271,2024-08-12 15:41:17.689553,shipped,1870.75
2935,3443,2024-01-31 20:07:36.024030,delivered,0
2936,3506,2024-09-08 08:47:38.421050,confirmed,354.08
2937,2364,2024-04-02 13:54:44.200211,confirmed,0
2938,7996,2024-06-03 03:34:46.909330,cancelled,2164.46
2939,3491,2024-05-16 01:23:21.042367,pending,13058.39
2940,6368,2024-01-12 18:16:30.438829,shipped,1541.04
2941,7604,2024-06-03 15:17:32.167408,confirmed,2782.94
2942,6452,2024-09-27 03:39:24.042015,pending,6254.18
2943,6477,2024-07-01 00:15:58.267694,delivered,1371.6
2944,1115,2024-04-18 00:36:10.493796,shipped,4375.07
2945,1929,2024-09-16 15:07:49.992596,cancelled,4968.4
2946,2,2024-09-12 05:52:37.971319,cancelled,1737.2
2947,6775,2023-10-27 03:05:39.077386,cancelled,5716.31
2948,6880,2024-02-25 20:58:15.623808,shipped,1197.87
2949,3431,2024-09-09 02:43:01.334584,shipped,4924.95
2950,2028,2024-08-06 01:42:54.104683,pending,5151.07
2951,5381,2024-06-03 04:12:05.431176,pending,5174.36
2952,549,2024-08-01 02:00:55.895989,pending,5496.33
2953,2030,2024-01-04 17:30:13.471735,confirmed,5856.84
2954,8031,2024-04-13 20:38:18.481431,shipped,8043.91
2955,5056,2024-04-17 20:33:55.359446,pending,7105.3
2956,7900,2024-06-10 02:15:23.245013,confirmed,4039.39
2957,1904,2023-12-02 11:29:56.264279,confirmed,2748.62
2958,6445,2024-01-03 12:46:47.969844,delivered,12493.11
2959,9585,2024-03-10 20:34:00.134993,shipped,9218.59
2960,4063,2024-09-03 19:29:55.376024,cancelled,0
2961,3556,2024-09-08 08:08:48.302840,pending,0
2962,8090,2024-01-18 12:55:35.941495,shipped,1997.95
2963,7449,2024-07-05 22:37:33.698314,pending,4929.13
2964,4969,2023-10-12 19:39:25.858785,confirmed,3247.35
2965,9407,2024-07-21 00:56:58.337836,pending,1772.12
2966,809,2023-11-18 05:11:58.158635,pending,2674.36
2967,6433,2024-03-29 10:22:35.104610,shipped,793.96
2968,9991,2024-03-02 13:02:44.864516,shipped,2646.46
2969,2489,2023-12-28 10:19:30.030172,cancelled,3127.38
2970,2477,2024-03-29 10:12:48.597697,cancelled,2647.95
2971,8714,2024-05-05 11:24:21.606571,confirmed,3020.6
2972,1017,2024-02-29 13:30:56.136839,delivered,0
2973,2096,2023-10-18 15:24:10.364550,cancelled,0
2974,8821,2024-05-14 11:09:00.714368,shipped,4963.79
2975,4556,2024-05-01 05:55:28.883605,cancelled,3052.12
2976,3466,2023-12-10 12:10:56.068478,cancelled,3312.38
2977,3605,2024-03-15 17:05:05.567286,confirmed,1669.92
2978,6812,2023-11-22 09:31:00.336747,shipped,9617.75
2979,5246,2024-06-17 11:54:55.119651,delivered,1174.81
2980,6624,2024-05-07 00:06:25.871472,shipped,5929.23
2981,2282,2024-04-13 03:29:44.708582,delivered,2248.23
2982,7341,2024-02-06 21:21:38.630435,cancelled,4236.7
2983,9420,2023-10-10 10:15:26.906270,cancelled,12709.59
2984,8713,2024-01-21 18:05:12.705497,delivered,376.56
2985,9698,2024-03-30 16:01:59.084169,cancelled,3950.37
2986,2113,2024-04-02 19:45:41.453749,cancelled,2819.46
2987,456,2024-08-19 16:54:26.757432,cancelled,2586.96
2988,6553,2024-07-06 01:03:07.324750,delivered,7058.35
2989,6734,2023-11-30 18:31:54.990793,confirmed,5217.84
2990,780,2024-05-28 00:34:21.158023,cancelled,5133.85
2991,5998,2024-01-28 04:31:08.194612,delivered,879.88
2992,891,2024-09-05 02:23:13.098636,confirmed,4830.37
2993,37,2024-07-29 11:22:58.610509,confirmed,2510.04
2994,7885,2023-11-10 16:01:35.823377,pending,6438.52
2995,1768,2024-02-09 14:19:53.529660,delivered,6437.48
2996,3847,2024-03-15 11:20:36.406851,delivered,5900.2
2997,2938,2024-02-15 10:01:56.952421,delivered,5331.24
2998,6657,2024-09-30 12:05:02.216667,cancelled,878.73
2999,5069,2024-01-25 23:41:08.176045,shipped,15460.21
3000,149,2024-09-09 08:50:16.802174,delivered,877.67
3001,681,2024-09-20 07:07:05.966661,shipped,0
3002,4654,2024-01-11 21:56:45.074841,shipped,4816.46
3003,1009,2024-08-08 02:20:49.546834,pending,0
3004,9582,2024-04-01 05:03:56.694990,confirmed,2467.88
3005,8256,2024-08-28 02:59:50.562027,shipped,5300.42
3006,3651,2024-01-05 02:03:12.325470,shipped,4710.1
3007,5667,2024-01-28 12:15:11.614815,cancelled,2814.6
3008,9109,2023-12-02 11:12:23.654689,confirmed,9259.33
3009,9446,2024-01-21 10:01:21.717541,shipped,3967.72
3010,2246,2024-08-20 05:15:28.953833,pending,5610.88
3011,210,2024-08-11 10:47:39.651484,confirmed,2920.49
3012,4065,2023-12-02 11:58:06.402516,confirmed,1032.42
3013,2192,2024-07-26 20:55:48.618413,confirmed,0
3014,8762,2024-05-06 04:25:20.531117,confirmed,3108.72
3015,3267,2023-12-18 03:28:48.253902,confirmed,2961.12
3016,2504,2024-05-07 21:17:35.722136,shipped,0
3017,8235,2024-03-07 11:40:41.693420,cancelled,4191.9
3018,1544,2024-08-18 18:32:17.337484,delivered,7601.16
3019,6391,2023-12-23 18:05:09.455003,cancelled,0
3020,5909,2024-02-04 18:12:40.396360,shipped,1540.3
3021,6793,2023-12-28 18:33:30.683029,cancelled,2274.45
3022,4888,2024-09-26 05:32:59.826425,confirmed,5242.59
3023,2241,2024-08-27 02:55:50.653643,delivered,3019.99
3024,9008,2024-02-22 16:46:12.187226,delivered,11027.54
3025,2666,2023-10-26 03:05:28.073523,pending,990.57
3026,9918,2024-01-11 00:25:12.623799,pending,8074.75
3027,9381,2024-06-23 22:46:01.723930,pending,425.94
3028,7949,2024-07-11 22:05:38.062110,confirmed,8376.54
3029,9766,2023-11-09 12:06:21.208749,confirmed,6052.43
3030,6339,2024-04-11 23:12:19.529623,confirmed,6596.85
3031,5305,2024-05-23 03:19:15.833072,cancelled,3303.14
3032,9512,2024-03-19 19:34:45.522891,delivered,3032.35
3033,4418,2024-09-11 05:47:47.496362,shipped,1638.48
3034,8989,2023-12-16 21:30:07.213815,cancelled,2550.0
3035,9541,2023-10-30 07:50:40.679659,confirmed,5212.68
3036,2523,2024-07-29 10:10:56.637158,confirmed,10671.23
3037,6961,2023-12-04 01:38:02.052987,shipped,5729.8
3038,9218,2024-08-04 04:51:46.323601,shipped,3152.66
3039,2254,2024-06-16 01:31:19.405303,delivered,2774.64
3040,7548,2024-05-06 11:02:49.418794,cancelled,1690.59
3041,9885,2023-12-06 17:23:53.664150,shipped,1563.96
3042,5120,2024-03-31 12:03:16.711822,delivered,1102.88
3043,912,2023-12-30 14:58:58.581713,shipped,3474.09
3044,9807,2024-08-18 00:26:48.220843,shipped,264.86
3045,2898,2024-07-22 11:46:26.997628,confirmed,2200.47
3046,2832,2024-02-23 15:40:40.375782,shipped,2863.63
3047,5120,2024-01-16 05:11:08.395989,confirmed,2099.09
3048,4287,2024-03-06 19:01:32.269034,shipped,0
3049,6740,2023-10-27 08:21:40.964328,delivered,2128.47
3050,5270,2024-07-27 22:22:57.762868,confirmed,5269.95
3051,5899,2024-01-10 15:34:46.448040,cancelled,7567.38
3052,8904,2023-12-06 06:36:56.728806,confirmed,6138.29
3053,6332,2024-01-09 03:25:36.360075,confirmed,2804.31
3054,8398,2024-06-29 16:34:01.924341,delivered,3147.73
3055,7478,2023-11-29 09:02:39.068603,cancelled,6831.0
3056,6996,2024-07-07 08:49:15.202281,shipped,0
3057,987,2024-07-29 09:59:20.656201,shipped,607.81
3058,3171,2023-11-19 10:39:20.170809,confirmed,895.72
3059,7275,2023-12-19 21:26:36.768268,confirmed,0
3060,4129,2024-07-22 00:18:40.788576,delivered,761.16
3061,1543,2024-03-08 01:01:16.196287,pending,101.27
3062,2982,2023-11-27 03:14:40.186707,shipped,157.05
3063,775,2024-07-13 01:09:41.892637,cancelled,4205.64
3064,9567,2024-07-19 02:47:36.158560,cancelled,1924.52
3065,917,2023-10-15 00:39:35.413536,cancelled,4931.38
3066,673,2024-09-01 03:55:47.984955,shipped,3870.84
3067,12,2023-10-13 02:48:20.434115,pending,3921.84
3068,6646,2024-06-25 11:08:18.181637,delivered,8994.69
3069,5242,2024-03-13 17:51:34.941313,cancelled,872.67
3070,8002,2023-12-08 21:48:18.873312,cancelled,6616.15
3071,190,2024-04-15 16:20:16.572241,shipped,0
3072,208,2024-08-08 19:36:09.294605,pending,11175.71
3073,2571,2024-07-08 13:54:09.909302,pending,2673.38
3074,5644,2024-07-20 07:44:14.293212,delivered,4855.89
3075,6578,2024-06-23 12:19:30.122506,shipped,2542.69
3076,6968,2024-02-05 19:31:39.287936,pending,6476.54
3077,9981,2024-04-06 06:20:22.515033,cancelled,2533.23
3078,5634,2024-06-15 02:16:29.287649,shipped,3940.16
3079,3984,2024-08-15 08:03:46.944766,cancelled,449.13
3080,2317,2024-04-20 11:44:59.701656,pending,8635.68
3081,5702,2024-07-26 01:07:10.023709,cancelled,4653.27
3082,6048,2024-10-01 16:08:11.460374,cancelled,3724.6
3083,7073,2024-07-25 05:36:43.086171,pending,9504.22
3084,86,2024-05-12 07:33:12.971393,cancelled,3559.46
3085,3324,2024-04-04 08:24:42.007257,delivered,0
3086,8308,2024-08-16 08:11:26.289672,pending,1942.49
3087,5735,2023-12-31 18:43:47.792777,cancelled,3399.2
3088,3643,2024-07-02 04:59:28.719945,confirmed,3170.03
3089,2841,2024-10-05 23:20:15.157124,delivered,1479.99
3090,4541,2024-07-22 07:02:23.793301,shipped,3614.72
3091,2434,2024-05-23 11:59:22.796444,pending,783.05
3092,9453,2024-04-09 11:01:33.357327,shipped,597.36
3093,929,2023-12-07 03:12:59.569411,delivered,1100.76
3094,8408,2024-01-25 22:08:00.577612,delivered,3814.68
3095,6622,2024-08-01 21:17:57.705665,shipped,8085.19
3096,6338,2024-10-02 00:43:24.433928,cancelled,2667.09
3097,9282,2024-02-26 12:06:53.293248,cancelled,830.9
3098,7929,2024-02-05 20:45:41.368984,shipped,11674.84
3099,746,2024-08-01 21:11:11.999490,delivered,4428.4
3100,3405,2024-09-12 10:17:35.863546,pending,3321.86
3101,8475,2024-04-12 13:29:25.089305,pending,0
3102,401,2024-02-21 23:21:45.307204,delivered,6757.02
3103,9720,2024-03-24 12:45:07.287520,shipped,2138.85
3104,4423,2024-09-02 01:06:57.176058,confirmed,0
3105,5351,2024-01-24 12:15:35.575274,cancelled,1139.46
3106,901,2024-06-19 14:21:00.957481,pending,5185.51
3107,2376,2024-02-29 01:16:33.802674,shipped,1450.94
3108,6535,2023-11-02 00:32:24.679370,delivered,5976.91
3109,4468,2024-09-07 07:26:20.815816,shipped,909.43
3110,559,2024-05-27 18:31:49.022461,confirmed,3565.29
3111,8818,2024-03-26 17:14:14.000749,shipped,7485.05
3112,469,2023-10-11 08:37:24.569585,confirmed,4293.8
3113,7958,2023-12-24 23:29:49.564817,cancelled,6119.02
3114,5637,2024-08-11 12:29:47.809139,shipped,12168.5
3115,5958,2024-06-01 12:38:54.321837,delivered,6598.05
3116,7608,2024-05-08 13:12:33.961994,shipped,2189.86
3117,5298,2024-03-14 13:36:14.603209,confirmed,3121.68
3118,3983,2024-01-03 21:47:39.127497,pending,1583.25
3119,3478,2024-06-04 19:56:58.744105,cancelled,10672.98
3120,291,2024-05-20 14:14:08.770684,shipped,1208.18
3121,7609,2024-06-13 09:06:39.249310,pending,1245.22
3122,9642,2024-09-26 19:32:09.526595,confirmed,1575.12
3123,1434,2023-10-16 18:55:55.266809,shipped,0
3124,3966,2024-07-23 03:55:16.750121,confirmed,0
3125,7939,2024-01-06 12:01:50.653699,pending,2053.93
3126,4424,2024-04-03 20:27:00.352279,shipped,1525.88
3127,4909,2024-04-02 07:55:23.206671,cancelled,6838.97
3128,9334,2024-06-02 19:01:01.946801,cancelled,2799.45
3129,5627,2024-04-29 20:41:49.907055,cancelled,919.91
3130,4195,2024-04-26 01:12:16.721238,pending,3427.78
3131,9583,2024-04-08 01:44:12.572176,cancelled,4092.94
3132,3370,2024-09-11 04:25:47.907787,confirmed,2880.55
3133,1625,2024-10-03 21:44:20.705502,delivered,3755.9
3134,1428,2024-08-02 23:02:21.425508,confirmed,2518.37
3135,7607,2024-06-22 09:51:45.383322,delivered,8422.15
3136,9654,2024-09-30 02:36:18.841687,pending,11348.32
3137,1908,2024-05-22 21:54:02.221859,confirmed,7000.6
3138,1424,2024-08-14 23:27:18.972524,delivered,2618.45
3139,9551,2024-01-05 20:26:03.688002,confirmed,1469.9
3140,6854,2024-08-06 16:54:41.190198,confirmed,6167.57
3141,7799,2024-07-18 12:59:03.792912,confirmed,1655.82
3142,4650,2023-10-30 22:27:07.779027,pending,4685.82
3143,2492,2024-01-27 15:50:43.983876,cancelled,1553.25
3144,7729,2024-03-03 23:32:55.704336,cancelled,6450.02
3145,654,2024-06-28 01:28:06.567993,cancelled,4627.15
3146,8055,2024-04-05 23:18:11.874018,delivered,7358.35
3147,5722,2024-05-01 16:00:28.729657,shipped,1674.85
3148,1195,2024-08-20 07:05:54.245993,delivered,3437.2
3149,4736,2024-02-01 12:04:19.196685,shipped,507.72
3150,3281,2024-09-24 15:12:12.143953,shipped,968.88
3151,7757,2024-02-08 23:56:51.383918,cancelled,0
3152,6586,2024-04-14 09:32:17.748634,confirmed,8378.94
3153,5178,2024-08-02 08:31:17.257822,confirmed,6556.74
3154,5855,2024-06-29 06:40:11.713940,pending,753.15
3155,7559,2024-07-15 20:44:10.459725,confirmed,13878.87
3156,9117,2023-10-29 02:22:32.520426,confirmed,1527.92
3157,625,2024-06-02 13:47:01.769804,cancelled,1742.44
3158,1774,2024-08-27 04:02:52.667781,delivered,379.62
3159,4631,2023-10-11 06:46:29.609213,pending,3727.16
3160,5417,2024-05-08 10:11:26.297867,cancelled,3227.83
3161,4087,2024-09-28 07:56:45.314874,shipped,2503.95
3162,1654,2024-10-07 14:49:59.746530,cancelled,3976.0
3163,8127,2024-09-10 10:51:40.401326,cancelled,8838.76
3164,4784,2024-02-23 06:38:41.017089,shipped,2482.77
3165,702,2024-08-01 23:34:28.489137,cancelled,6988.35
3166,6007,2024-02-26 09:55:50.679113,confirmed,1574.53
3167,2948,2023-11-20 04:12:12.436680,pending,3501.53
3168,4235,2024-06-21 01:19:39.284126,confirmed,10620.87
3169,1379,2024-08-05 13:18:14.988585,pending,153.96
3170,819,2023-10-18 21:30:07.987689,shipped,5794.68
3171,5512,2024-01-08 10:01:12.349720,shipped,2840.3
3172,6960,2023-12-04 19:08:38.074262,delivered,2106.43
3173,7673,2024-08-18 10:30:09.293479,shipped,0
3174,9638,2024-09-30 20:25:59.028951,confirmed,856.74
3175,5298,2024-02-04 21:37:33.183297,shipped,3185.38
3176,3459,2024-07-12 05:25:54.015382,pending,458.71
3177,4487,2024-02-02 22:49:37.894902,pending,5329.82
3178,2861,2023-12-12 12:32:17.103277,pending,3413.32
3179,2128,2024-04-10 04:59:15.464086,confirmed,5367.02
3180,9425,2024-08-11 11:49:26.352621,shipped,0
3181,7627,2023-10-09 22:05:35.012162,delivered,356.88
3182,9771,2024-05-28 02:08:58.735695,delivered,8622.15
3183,9560,2024-06-30 11:45:54.046936,cancelled,3441.05
3184,1612,2023-12-07 20:45:17.946477,shipped,3399.29
3185,3295,2023-11-07 16:50:58.400343,shipped,1057.71
3186,9750,2024-03-08 13:28:59.166653,confirmed,8683.76
3187,6329,2024-05-20 18:55:10.680889,shipped,1670.18
3188,9690,2024-10-06 07:18:02.552025,shipped,553.8
3189,3191,2024-07-16 13:35:08.071241,cancelled,138.92
3190,5107,2023-12-16 10:55:49.156832,cancelled,4846.96
3191,2277,2023-11-30 16:41:56.910938,confirmed,4029.94
3192,3721,2024-09-02 04:35:30.537237,cancelled,1055.38
3193,7045,2024-08-27 15:22:32.116532,confirmed,13702.84
3194,7920,2024-02-29 22:18:22.371455,pending,2279.46
3195,3331,2024-03-01 10:13:24.293206,confirmed,0
3196,8348,2024-01-30 00:45:08.519887,delivered,7551.38
3197,8914,2024-04-13 18:21:54.637734,cancelled,3485.84
3198,8522,2024-10-01 20:57:28.077902,shipped,6954.14
3199,4359,2024-07-03 21:15:15.196110,delivered,4617.6
3200,1533,2024-03-08 03:17:07.668108,shipped,1891.05
3201,4229,2024-06-06 03:29:23.726848,pending,820.25
3202,5449,2023-11-16 02:20:00.135736,shipped,10248.09
3203,2117,2024-05-22 17:44:28.566179,cancelled,1093.84
3204,2222,2024-09-01 20:05:13.699662,pending,2541.58
3205,7111,2024-06-01 18:21:15.130089,delivered,4162.68
3206,1024,2023-12-20 14:59:14.777346,pending,243.73
3207,6507,2023-11-05 16:49:49.621837,confirmed,3780.57
3208,5244,2024-05-17 05:32:04.160814,delivered,896.46
3209,5795,2023-10-27 10:50:45.847290,delivered,488.46
3210,5191,2024-06-21 05:06:02.089568,pending,1557.06
3211,973,2024-06-01 02:49:08.437544,confirmed,0
3212,7523,2024-07-19 09:38:44.056839,confirmed,1904.78
3213,1036,2023-12-04 17:46:56.663406,confirmed,3348.8
3214,1275,2024-01-02 10:07:39.935568,cancelled,7847.21
3215,6902,2024-06-27 09:15:44.786982,cancelled,10632.36
3216,4307,2023-11-05 04:28:23.801978,pending,6195.46
3217,1686,2024-07-19 10:21:04.501130,confirmed,6421.8
3218,2916,2024-09-16 08:00:23.920357,pending,1757.56
3219,5830,2024-02-16 20:56:43.730045,delivered,8690.73
3220,3671,2024-01-15 04:12:43.128973,delivered,6185.9
3221,1786,2024-02-10 07:33:05.692575,pending,5857.1
3222,9098,2024-04-07 10:46:35.244676,delivered,525.28
3223,5311,2024-02-03 19:12:08.531603,shipped,9847.0
3224,3835,2023-12-16 10:04:26.696704,confirmed,396.43
3225,5061,2024-05-11 10:59:40.119781,pending,6040.63
3226,540,2023-11-08 07:44:38.471742,cancelled,10581.8
3227,3929,2024-07-07 03:35:32.037816,pending,1132.58
3228,7594,2024-04-26 06:12:06.354746,cancelled,3526.36
3229,3265,2024-03-31 07:59:59.556548,pending,0
3230,9407,2023-10-15 00:40:41.427243,shipped,948.2
