cart_item_id,cart_id,product_id,quantity
2879,4158,3181,2
2880,9419,1379,3
2881,859,8111,1
2882,6213,3055,1
2883,9074,6961,5
2884,9387,1591,3
2885,2018,2463,5
2886,7317,2988,4
2887,6034,9031,1
2888,6106,6068,5
2889,9286,7843,3
2890,3004,5415,2
2891,3494,3598,4
2892,8820,1224,4
2893,184,9,3
2894,6667,7816,2
2895,908,4369,4
2896,5634,9118,3
2897,3589,7198,3
2898,2211,8023,1
2899,9340,1510,2
2900,1181,8366,3
2901,8110,1072,2
2902,2421,2952,4
2903,8013,737,5
2904,8655,4132,4
2905,4945,1576,2
2906,601,7307,5
2907,5290,8114,1
2908,7310,808,1
2909,2809,6570,2
2910,3307,3711,4
2911,5986,4020,4
2912,5019,4398,1
2913,8708,1276,2
2914,3156,8850,4
2915,1992,403,3
2916,7423,9248,1
2917,9110,7238,1
2918,8581,9161,5
2919,2170,4849,4
2920,1944,5733,4
2921,7164,4272,3
2922,948,6666,5
2923,7980,9864,4
2924,7366,7229,5
2925,6588,7635,1
2926,5757,2706,1
2927,4357,8123,2
2928,2218,7495,5
2929,1102,4371,2
2930,3036,9932,5
2931,4884,1738,2
2932,5773,4379,5
2933,9523,214,1
2934,3744,9492,5
2935,2685,6915,1
2936,2051,9947,2
2937,4584,3983,5
2938,5965,9498,2
2939,9786,2184,4
2940,4868,9881,5
2941,5208,4515,4
2942,6994,635,4
2943,160,2418,2
2944,7432,2984,2
2945,4075,852,5
2946,7521,8628,3
2947,5053,7129,1
2948,8530,2057,5
2949,4661,1754,2
2950,2354,859,4
2951,9576,6653,3
2952,7329,9217,5
2953,4988,5961,3
2954,6258,9459,2
2955,3929,6974,5
2956,875,318,3
2957,4351,603,4
2958,140,3356,3
2959,3946,2735,3
2960,926,3356,1
2961,5462,1661,2
2962,2869,6855,3
2963,2172,4669,1
2964,9205,7116,3
2965,4049,922,4
2966,5269,1168,1
2967,7035,5553,3
2968,5518,4845,1
2969,1553,1096,4
2970,9767,1193,2
2971,7129,5568,1
2972,7216,9061,2
2973,3577,7980,4
2974,6548,8381,3
2975,5185,2116,5
2976,7319,3067,3
2977,4243,8314,2
2978,6176,4650,3
2979,3761,892,1
2980,9722,7429,1
2981,1693,3610,4
2982,5623,3655,4
2983,9040,3544,3
2984,5730,370,3
2985,2084,8840,1
2986,398,8918,4
2987,4539,1769,3
2988,469,9139,3
2989,2026,9232,5
2990,9392,7651,3
2991,3463,8788,3
2992,7832,7671,2
2993,5641,2290,2
2994,5914,6112,3
2995,3669,5245,1
2996,5719,3071,1
2997,9274,9899,1
2998,8566,9559,5
2999,4962,8472,1
3000,3853,9159,2
3001,7214,5420,3
3002,1446,7600,4
3003,438,1790,2
3004,1486,9882,1
3005,4318,8199,5
3006,1619,8665,5
3007,50,4714,5
3008,5577,265,4
3009,3532,4840,3
3010,1040,3986,1
3011,662,7992,4
3012,3721,108,4
3013,4198,2818,3
3014,9679,8533,5
3015,9177,1271,2
3016,8367,1189,5
3017,7098,7589,5
3018,4578,5971,3
3019,9612,7541,1
3020,4088,7044,5
3021,1168,9279,1
3022,1851,8645,4
3023,9021,8962,2
3024,1248,25,2
3025,9016,8130,4
3026,9407,6841,2
3027,5952,6900,1
3028,300,3356,3
3029,8649,4272,5
3030,2276,9990,1
3031,8562,8316,1
3032,1181,9281,2
3033,3673,4332,5
3034,5149,1166,5
3035,6322,5262,3
3036,902,9501,5
3037,7486,2851,2
3038,1744,3439,2
3039,3928,1539,4
3040,77,2723,4
3041,1374,7097,2
3042,9009,2636,2
3043,3241,2063,5
3044,3896,768,3
3045,5663,4974,1
3046,6868,7418,5
3047,2311,6737,5
3048,8501,4148,5
3049,1962,3934,4
3050,54,1788,1
3051,439,5634,4
3052,9318,3772,2
3053,2238,3822,3
3054,4301,8446,4
3055,9116,8281,2
3056,5706,2933,2
3057,6997,2099,5
3058,536,9221,2
3059,9619,316,2
3060,4596,4868,4
3061,5315,1532,4
3062,8511,1559,1
3063,3880,8329,3
3064,9821,872,5
3065,577,2894,4
3066,2377,9272,3
3067,3219,9400,5
3068,4928,2083,1
3069,233,1957,4
3070,7412,7667,4
3071,9067,2271,4
3072,2131,3029,1
3073,9018,845,5
3074,790,7455,4
3075,7173,1121,5
3076,514,2848,2
3077,5336,7207,1
3078,3760,2585,4
3079,3037,6302,4
3080,62,4496,4
3081,2555,9939,3
3082,4033,1629,3
3083,2283,2904,4
3084,3568,9513,5
3085,8360,1642,3
3086,512,620,2
3087,3173,8115,2
3088,6873,370,1
3089,1798,7599,3
3090,340,3952,3
3091,3864,8626,2
3092,9956,7387,2
3093,558,6836,4
3094,1454,7737,5
3095,2565,5589,3
3096,5335,9877,1
3097,9079,5415,5
3098,6739,1168,4
3099,3732,2564,3
3100,24,9140,5
3101,1177,6301,5
3102,1967,8707,2
3103,3198,1257,2
3104,6142,509,3
3105,4353,7376,3
3106,1480,4997,1
3107,1686,8305,5
3108,7661,5822,2
3109,5017,4299,1
3110,9778,9497,2
3111,3748,2269,2
3112,1513,7645,2
3113,3719,5995,3
3114,7770,9063,2
3115,3362,2966,1
3116,9513,1979,3
3117,3738,785,4
3118,5723,1779,3
3119,2422,8502,3
3120,5098,5758,1
3121,9663,6663,2
3122,7917,2148,2
3123,1446,8562,1
3124,1390,4692,4
3125,4369,4038,1
3126,8522,7900,2
3127,8172,8261,1
3128,1041,1346,2
3129,2107,5310,1
3130,5498,963,4
3131,7206,8442,2
3132,1284,7465,1
3133,3108,3815,5
3134,3266,2988,1
3135,9315,5126,4
3136,4177,8995,2
3137,6550,3589,5
3138,6048,6360,1
3139,3798,849,2
3140,3330,3257,5
3141,3565,4852,1
3142,7105,1541,4
3143,9967,8188,1
3144,6639,2858,2
3145,1733,9808,2
3146,1854,4926,3
3147,6198,5135,5
3148,3232,3350,4
3149,1021,2379,5
3150,2168,8726,3
3151,4524,9203,1
3152,3759,1923,3
3153,5755,9426,1
3154,7079,6871,2
3155,3300,4502,1
3156,6121,7286,1
3157,150,2638,3
3158,1088,2199,2
3159,753,6100,2
3160,6264,2259,4
3161,9735,914,1
3162,6381,4626,2
3163,8581,7710,1
3164,2236,3014,2
3165,9559,6624,4
3166,8077,2465,3
3167,1350,2881,4
3168,4788,5754,1
3169,5457,797,3
3170,4302,5509,3
3171,83,6276,1
3172,5993,1735,3
3173,3966,5349,5
3174,7227,7809,5
3175,7464,6329,1
3176,9028,4250,3
3177,8859,1876,4
3178,8063,6738,1
3179,3350,291,4
3180,9732,6115,2
3181,8618,5197,3
3182,4346,7950,2
3183,6549,5016,4
3184,9132,9518,1
3185,9649,4461,5
3186,5505,9431,5
3187,8749,4738,4
3188,9669,8601,4
3189,6880,13,1
3190,6373,8981,2
3191,9652,640,2
3192,5991,6059,5
3193,8080,9989,1
3194,6603,2398,5
3195,6568,2916,1
3196,9772,14,4
3197,487,5625,3
3198,7876,5922,5
3199,9928,2872,1
3200,65,5525,5
3201,631,2439,5
3202,3513,8055,5
3203,3713,8738,4
3204,8030,9221,3
3205,7231,7561,5
3206,5711,5634,4
3207,2670,8553,5
3208,3072,7342,2
3209,9086,6911,5
3210,5695,502,5
3211,6499,6096,2
3212,5558,364,2
3213,5773,311,4
3214,3455,2268,2
3215,6151,6468,1
3216,9803,2606,3
3217,4572,6306,4
3218,923,3596,1
3219,7484,5057,5
3220,2520,8575,5
3221,4633,9325,2
3222,1629,137,2
3223,1703,1435,2
3224,3039,5021,5
3225,6141,7914,5
3226,7994,2544,5
3227,5722,8530,2
3228,6609,3233,2
3229,220,4136,2
3230,8197,5535,1
3231,3645,5288,3
3232,2231,2482,1
3233,9306,1465,5
3234,9764,7456,2
3235,1200,9390,1
3236,9764,1968,2
3237,2143,3370,5
3238,6657,1151,2
3239,9127,2060,2
3240,2195,2875,5
3241,9574,555,1
3242,9317,8757,4
3243,2593,6329,4
3244,3999,4025,3
3245,9991,6418,2
3246,5774,1279,5
3247,4112,350,4
3248,5156,8028,3
3249,2445,1510,3
3250,4697,8849,5
3251,8492,1274,3
3252,7533,1142,1
3253,8590,6272,1
3254,2978,5903,5
3255,5175,5952,2
3256,34,7045,1
3257,5027,5673,3
3258,2852,6709,4
3259,8363,4519,3
3260,3948,8161,5
3261,8667,9103,5
3262,5443,2965,2
3263,6413,6814,1
3264,78,8669,2
3265,1408,8336,4
3266,9294,4030,4
3267,9089,5662,4
3268,7446,8336,1
3269,9042,48,3
3270,2699,3931,3
3271,7436,5283,3
3272,2496,8430,2
3273,3037,1636,3
3274,8802,4270,1
3275,6874,3384,2
3276,9492,7528,2
3277,4676,8689,3
3278,7220,8073,4
3279,2314,4479,5
3280,8718,835,2
3281,5266,42,4
3282,9174,7286,3
3283,9931,5764,4
3284,4385,4599,3
3285,4487,2543,1
3286,8183,1676,5
3287,7310,8827,4
3288,4915,6211,4
3289,6847,5181,1
3290,2937,8834,4
3291,7328,145,4
3292,2997,1732,1
3293,1076,8150,4
3294,4175,358,2
3295,6019,6425,2
3296,897,8465,4
3297,9269,986,4
3298,4906,7807,1
3299,6951,8541,3
3300,8860,6684,2
3301,3297,8118,1
3302,8767,8875,2
3303,3264,255,4
3304,2743,343,5
3305,2872,8672,2
3306,482,4016,2
3307,8353,5290,4
3308,9748,6568,2
3309,7858,801,4
3310,9459,5918,2
3311,1968,6970,3
3312,6364,6474,4
3313,4898,5662,5
3314,4401,601,3
3315,5019,4297,2
3316,9392,5502,3
3317,3767,2557,2
3318,6923,3441,4
3319,4561,997,1
3320,8467,1499,5
3321,5373,9901,3
3322,5871,5935,3
3323,3423,315,1
3324,7040,1506,5
3325,4039,5579,4
3326,3338,8790,3
3327,7896,6599,2
3328,9390,7328,4
3329,8441,722,5
3330,3523,4898,2
3331,7025,1915,3
3332,7108,3960,4
3333,718,1476,4
3334,1566,3352,3
3335,1655,1671,3
3336,8432,6090,1
3337,3311,8118,1
3338,7318,1495,3
3339,4180,1967,4
3340,7276,8699,2
3341,1949,3607,2
3342,8247,5785,5
3343,3946,7598,4
3344,6365,9969,3
3345,2305,5710,5
3346,5242,9606,1
3347,4548,7259,3
3348,2184,9905,1
3349,7554,2556,1
3350,7426,9479,5
3351,5837,1784,4
3352,77,7903,4
3353,114,8773,2
3354,6541,966,4
3355,3964,4103,1
3356,5937,2088,5
3357,5322,7617,3
3358,6404,3384,2
3359,435,1079,2
3360,7344,2681,4
3361,5844,4012,2
3362,7442,1999,2
3363,9437,5343,1
3364,9107,862,1
3365,4087,1676,1
3366,2507,6523,4
3367,960,9134,5
3368,2268,7854,4
3369,3704,2689,2
3370,2495,6280,1
3371,640,7842,4
3372,7721,4941,5
3373,8282,6563,3
3374,6081,3893,3
3375,3317,4430,2
3376,680,1005,2
3377,8708,4920,4
3378,4575,3469,4
3379,1526,6048,3
3380,4995,9157,5
3381,1626,5822,2
3382,8174,5517,4
3383,9325,6884,3
3384,2062,5562,2
3385,157,2989,1
3386,2258,7764,5
3387,6246,3750,5
3388,5920,2390,1
3389,7918,600,4
3390,4696,9328,3
3391,2054,5214,4
3392,6761,4539,1
3393,4559,9242,4
3394,7556,3514,3
3395,7518,5243,1
3396,9255,3207,3
3397,2194,7510,2
3398,460,1448,5
3399,434,9253,2
3400,2965,8712,4
3401,8012,5470,5
3402,6807,6882,3
3403,1263,8267,2
3404,859,3988,5
3405,233,3147,3
3406,1648,1766,3
3407,8712,4474,3
3408,4828,1541,5
3409,450,1623,3
3410,4793,2209,1
3411,7491,9310,3
3412,3125,3264,2
3413,2366,8882,5
3414,8779,2298,1
3415,3405,9775,3
3416,130,6249,4
3417,5075,7458,5
3418,3279,3531,4
3419,4758,1864,4
3420,6989,5426,4
3421,6383,2076,1
3422,3598,4445,3
3423,7065,4137,3
3424,4223,6936,1
3425,1841,9050,5
3426,478,4017,1
3427,659,9156,2
3428,2250,4619,1
3429,5821,2219,4
3430,7215,1258,1
3431,9820,4415,5
3432,9594,625,2
3433,9660,5112,3
3434,8962,646,4
3435,9735,7717,4
3436,8392,7030,5
3437,9041,6174,2
3438,3968,9903,1
3439,3387,4052,4
3440,6264,7625,3
3441,7802,8069,3
3442,6608,5854,3
3443,1171,2079,3
3444,6684,5558,1
3445,863,1182,5
3446,5905,9522,1
3447,8189,460,1
3448,615,4542,3
3449,3069,8320,2
3450,92,5395,2
3451,6866,7163,4
3452,3623,3190,5
3453,7076,1928,1
3454,4537,3717,5
3455,9953,509,1
3456,1853,2841,2
3457,10,3155,1
3458,1179,6029,1
3459,5750,742,4
3460,7767,6262,5
3461,8195,9035,5
3462,2904,475,5
3463,5719,4127,5
3464,8901,8013,3
3465,15,7366,2
3466,8181,1139,2
3467,4920,5109,2
3468,2047,2723,4
3469,7806,6700,1
3470,3091,3398,3
3471,6835,4360,3
3472,5696,247,4
3473,9164,2083,3
3474,7883,9853,4
3475,7227,2716,3
3476,591,8505,1
3477,6088,7419,2
3478,6285,1649,5
3479,8528,5093,4
3480,648,6920,2
3481,6406,3011,1
3482,8395,4202,1
3483,3083,823,3
3484,6188,3328,2
3485,2897,2301,1
3486,631,9193,2
3487,4673,1826,4
3488,9594,7869,1
3489,2944,6767,1
3490,7490,6213,3
3491,9814,6152,5
3492,7994,5573,2
3493,486,6641,5
3494,6441,5922,3
3495,8483,9412,2
3496,5541,2928,5
3497,3349,6352,1
3498,3861,5404,3
3499,5591,6877,1
3500,8109,18,5
3501,6919,1947,2
3502,1290,807,4
3503,2493,1136,3
3504,7308,3154,5
3505,2777,1939,2
3506,649,8697,4
3507,3617,5692,5
3508,7200,8099,1
3509,5710,6524,5
3510,7250,3223,5
3511,6078,6255,3
3512,5462,6195,5
3513,5609,7272,2
3514,3225,5847,5
3515,25,6135,5
3516,5738,7001,1
3517,2917,7876,1
3518,2287,6348,1
3519,5701,4766,4
3520,669,8284,5
3521,7671,8336,4
3522,6490,3160,2
3523,1548,8128,4
3524,2411,9998,1
3525,6003,5875,1
3526,2761,6020,4
3527,6395,2984,1
3528,4486,4272,2
3529,8085,7217,2
3530,1702,6969,5
3531,8757,5567,3
3532,3376,4095,2
3533,9814,4458,3
3534,5483,9171,5
3535,9998,1449,3
3536,6439,6146,3
3537,1684,7139,1
3538,3797,1215,3
3539,5046,8948,2
3540,2504,5246,5
3541,1577,646,1
3542,1097,3135,4
3543,4180,4674,2
3544,4125,912,2
3545,8631,6422,2
3546,6957,8854,3
3547,2524,4743,2
3548,4802,9340,1
3549,7133,232,2
3550,8941,8902,4
3551,2177,4395,3
3552,593,9099,4
3553,4933,1030,1
3554,6802,8782,1
3555,7340,109,4
3556,9434,1100,5
3557,2467,1452,1
3558,9552,8958,4
3559,7643,7318,5
3560,7145,4725,5
3561,3828,4287,2
3562,3649,8526,4
3563,9263,3212,4
3564,6502,9535,5
3565,2162,4815,5
3566,313,965,5
3567,9794,9328,5
3568,6942,3530,3
3569,4971,591,1
3570,1238,5214,4
3571,3839,9838,1
3572,4461,9970,3
3573,4086,5102,5
3574,5491,4620,4
3575,3231,5957,4
3576,9325,4495,1
3577,6825,1167,1
3578,3778,7344,2
3579,7115,6418,1
3580,7282,529,1
3581,5644,5724,1
3582,1779,7008,2
3583,5240,1953,1
3584,6390,6866,4
3585,9277,619,4
3586,6797,1311,5
3587,4748,1917,2
3588,529,266,1
3589,2024,7746,5
3590,8302,5693,3
3591,636,1769,5
3592,6354,6208,2
3593,5260,5560,3
3594,8758,8432,1
3595,5113,7014,2
3596,8990,2550,4
3597,7859,3929,4
3598,7309,9898,3
3599,320,7422,3
3600,7211,4921,5
3601,2881,2463,3
3602,1808,3796,1
3603,5495,4538,5
3604,2542,5112,3
3605,1289,8882,1
3606,4811,9287,1
3607,4628,9475,2
3608,1851,2261,5
3609,9048,8213,5
3610,4014,9713,1
3611,8638,8754,4
3612,2658,381,1
3613,5050,9796,4
3614,7611,8134,2
3615,8415,4588,5
3616,9719,5545,2
3617,9660,9695,3
3618,6159,6445,2
3619,5391,9201,5
3620,8375,8921,2
3621,7121,1440,2
3622,2437,7418,3
3623,6301,9143,2
3624,179,374,1
3625,3954,9503,4
3626,560,4237,2
3627,1064,922,4
3628,3821,1620,2
3629,6732,6240,5
3630,4588,2831,2
3631,9186,2194,3
3632,3941,9950,4
3633,2447,6522,5
3634,2863,5738,1
3635,2606,9899,1
3636,4026,3861,2
3637,9319,3762,1
3638,1004,1033,1
3639,2421,8228,4
3640,566,6208,4
3641,4200,6005,4
3642,1436,3849,3
3643,8020,3253,2
3644,9739,166,4
3645,6125,8655,4
3646,9633,3953,2
3647,6296,1050,4
3648,564,400,4
3649,2295,8687,2
3650,1001,5045,3
3651,4034,2434,1
3652,2721,5426,5
3653,8060,467,4
3654,4189,3586,1
3655,3729,2886,3
3656,45,9064,1
3657,8464,7886,3
3658,4679,3991,5
3659,6210,1954,3
3660,8228,143,5
3661,7614,9641,3
3662,2835,1310,1
3663,7886,3513,4
3664,1869,6085,2
3665,7349,3491,3
3666,7735,9238,2
3667,1410,8251,1
3668,839,4268,3
3669,2742,4272,5
3670,9944,5165,5
3671,7119,5560,1
3672,9920,4123,3
3673,3535,279,3
3674,2561,2421,4
3675,6435,8057,1
3676,9844,9647,3
3677,7621,9784,2
3678,7416,178,3
3679,8564,8767,5
3680,3964,7943,3
3681,2822,4093,4
3682,9948,5110,2
3683,2191,4309,2
3684,9624,5321,1
3685,474,7723,3
3686,678,2786,5
3687,7963,912,4
3688,5905,9857,4
3689,98,410,5
3690,7604,876,5
3691,5794,3268,2
3692,1620,6328,5
3693,5469,6296,2
3694,2611,3515,1
3695,1800,6838,2
3696,6672,9514,1
3697,5408,5591,1
3698,5259,56,1
3699,6102,1090,1
3700,7075,5763,1
3701,4818,5453,2
3702,6410,7136,4
3703,8318,5303,2
3704,2986,2479,5
3705,6850,419,4
3706,5193,3525,3
3707,6571,7547,5
3708,1033,5847,1
3709,742,4453,4
3710,5502,6738,3
3711,7470,4195,5
3712,7681,5954,5
3713,6300,7328,2
3714,2600,3136,4
3715,1443,8744,4
3716,5471,7664,1
3717,2446,6445,4
3718,501,6610,4
3719,1470,1498,5
3720,5523,5595,1
3721,6007,7056,5
3722,9874,7755,2
3723,3366,6576,1
3724,4149,5558,4
3725,1208,8437,3
3726,9580,5829,1
3727,1878,3480,5
3728,4622,206,3
3729,2275,4388,1
3730,8043,2209,1
3731,375,3558,5
3732,503,8420,2
3733,5684,2397,2
3734,3450,5435,4
3735,4540,1081,1
3736,8004,9462,2
3737,2068,3198,3
3738,6044,1964,4
3739,4953,9554,3
3740,8592,592,5
3741,8763,6889,5
3742,8121,2844,3
3743,782,6373,2
3744,1095,8720,2
3745,1918,5062,4
3746,967,2289,5
3747,1544,6571,1
3748,9714,1257,4
3749,1901,6941,2
3750,138,5950,2
3751,7493,3130,3
3752,1465,4660,3
3753,1707,3879,5
3754,6733,4355,3
3755,6885,8862,2
3756,6662,4808,4
3757,8171,6846,2
3758,4522,2632,2
3759,3417,7530,3
3760,7265,1549,5
3761,2486,1779,1
3762,465,887,3
3763,6160,6425,5
3764,1953,4395,3
3765,1997,18,4
3766,1021,3821,2
3767,5506,579,1
3768,5137,4781,4
3769,6701,9311,2
3770,2002,2066,5
3771,2362,2109,1
3772,3348,5608,1
3773,3107,960,2
3774,4482,8236,1
3775,276,8174,1
3776,4154,8173,3
3777,5747,187,2
3778,1427,4456,1
3779,612,5275,4
3780,4353,1982,2
3781,3932,5838,3
3782,8755,7588,1
3783,6656,1411,4
3784,3471,6312,3
3785,3696,8058,3
3786,2643,4115,2
3787,3359,3397,3
3788,5391,3340,4
3789,9397,9248,4
3790,9904,6146,5
3791,9607,2281,4
3792,1702,2910,5
3793,347,5937,4
3794,9019,837,2
3795,8078,8948,5
3796,2090,7364,1
3797,5045,2479,4
3798,5868,4665,2
3799,3762,9823,4
3800,3484,3767,2
3801,7974,9802,5
3802,3126,6572,3
3803,3348,8825,2
3804,4623,1821,3
3805,457,934,5
3806,7708,4637,3
3807,5616,5014,3
3808,8049,996,4
3809,5439,1936,2
3810,4749,7583,3
3811,5625,8978,1
3812,1414,401,3
3813,4308,7031,1
3814,3291,2178,3
3815,6604,3840,5
3816,7745,5116,3
3817,2593,503,3
3818,5651,6005,3
3819,1972,2298,1
3820,9520,4301,1
3821,2170,5136,2
3822,6112,8959,4
3823,39,5222,4
3824,2015,7355,3
3825,3382,487,4
3826,6316,7005,5
3827,2746,5852,4
3828,9136,6719,3
3829,2332,9532,2
3830,2008,8036,2
3831,7373,1862,2
3832,927,1611,5
3833,2246,3105,2
3834,7383,3852,2
3835,6317,9164,1
3836,8940,2762,3
3837,2705,1374,5
3838,6974,8069,1
3839,9067,153,5
3840,9935,752,1
3841,220,5426,2
3842,9817,2566,5
3843,5264,1917,3
3844,9949,2258,4
3845,6785,8668,1
3846,555,8728,4
3847,9493,5716,5
3848,981,1193,5
3849,7379,9336,4
3850,3364,2705,3
3851,5471,6834,3
3852,416,6154,5
3853,5619,9125,3
3854,3178,8536,3
3855,2536,3339,5
3856,6645,685,3
3857,9670,9263,3
3858,9365,790,3
3859,1495,6234,2
3860,1972,6727,2
3861,437,7009,3
3862,6091,6540,5
3863,301,5102,2
3864,1183,4559,5
3865,261,4967,3
3866,8850,6973,4
3867,9003,8803,3
3868,8223,6384,3
3869,526,2816,1
3870,5779,7940,4
3871,6531,4056,5
3872,6553,7009,3
3873,7044,769,1
3874,3569,2959,1
3875,1299,3990,2
3876,4718,4273,5
3877,4410,4534,5
3878,2969,520,3
3879,4854,6733,2
3880,5367,8163,1
3881,2674,5060,3
3882,4294,9850,3
3883,6867,5284,5
3884,2184,7124,3
3885,5707,3790,2
3886,3414,2132,1
3887,8711,3957,3
3888,1223,379,1
3889,4021,4450,2
3890,9133,9213,1
3891,6,5382,5
3892,1760,6566,1
3893,4822,5243,3
3894,240,2852,5
3895,6269,5932,2
3896,7615,7021,2
3897,3551,8483,1
3898,1196,3326,3
3899,3434,2128,4
3900,6423,5812,1
3901,5784,2127,4
3902,4293,7323,4
3903,5814,1484,1
3904,5854,5977,2
3905,1871,5833,3
3906,5158,8105,5
3907,9480,4453,4
3908,7181,1068,3
3909,5510,2723,1
3910,9959,3463,5
3911,1509,2823,1
3912,2010,3866,2
3913,4976,3981,2
3914,8113,9255,1
3915,2145,6704,4
3916,4912,1595,1
3917,4790,1722,3
3918,5012,1283,1
3919,9327,1937,5
3920,8564,2980,4
3921,9431,4021,4
3922,7268,5327,2
3923,8614,3881,4
3924,3050,2406,4
3925,3294,1878,1
3926,3463,4074,1
3927,5114,5539,1
3928,4479,2109,3
3929,2771,49,4
3930,7806,9419,2
3931,570,1871,1
3932,8311,147,3
3933,4397,8313,5
3934,6398,9420,4
3935,7995,3276,1
3936,993,8987,1
3937,6561,6377,5
3938,8311,6278,1
3939,861,5074,4
3940,8327,8205,4
3941,9114,2255,1
3942,7586,1070,4
3943,3651,7557,4
3944,8720,7592,3
3945,2060,4111,2
3946,4075,275,5
3947,4475,3762,1
3948,3269,2376,1
3949,5166,6044,2
3950,6199,4496,3
3951,2910,3897,3
3952,9971,9185,1
3953,170,490,4
3954,565,854,3
3955,6743,6946,2
3956,2634,1972,1
3957,5074,6041,4
3958,2875,6217,5
3959,6099,7287,3
3960,3701,7069,1
3961,5427,9327,2
3962,1899,4094,5
3963,2982,1503,3
3964,7215,2999,3
3965,6637,1609,2
3966,5993,9653,4
3967,905,6916,1
3968,8652,3235,5
3969,3172,7204,4
3970,2619,6088,4
3971,7472,6466,5
3972,6498,158,3
3973,6155,4957,3
3974,6108,5303,4
3975,3080,3525,3
3976,2334,372,4
3977,6388,6015,2
3978,3151,1553,1
3979,6189,9525,3
3980,7143,4863,5
3981,1679,4327,1
3982,3990,5939,3
3983,9927,5800,1
3984,2711,432,1
3985,119,2272,2
3986,4314,1727,5
3987,8730,4936,3
3988,9541,7677,5
3989,7605,556,3
3990,5083,1618,3
3991,5588,3900,5
3992,245,1496,4
3993,4321,1880,4
3994,3496,1761,4
3995,5584,8861,4
3996,6186,4335,4
3997,2542,1413,5
3998,6325,1908,1
3999,7013,5875,4
4000,6865,4048,5
4001,1435,1666,5
4002,9899,1511,1
4003,2974,2278,1
4004,7750,789,4
4005,6922,3532,4
4006,1543,2630,2
4007,6151,9390,5
4008,2982,9498,3
4009,4027,6725,2
4010,2268,3643,3
4011,2825,9838,5
4012,1996,9256,5
4013,7558,8373,5
4014,1000,6408,2
4015,6700,9970,2
4016,5487,5472,5
4017,9436,102,5
4018,4589,9446,5
4019,2077,7077,2
4020,6247,8383,3
4021,2644,2629,1
4022,997,1271,2
4023,3399,9400,2
4024,7333,8907,5
4025,8969,5852,4
4026,2875,9566,4
4027,9747,6562,2
4028,7033,4826,5
4029,5847,1692,2
4030,5665,2577,5
4031,2407,9543,4
4032,7628,599,1
4033,9143,2706,2
4034,5305,5808,5
4035,7651,8794,4
4036,1863,5363,5
4037,9169,5376,4
4038,8032,9757,4
4039,7818,6519,2
4040,102,4983,2
4041,3077,9759,3
4042,7403,3740,2
4043,8821,100,5
4044,462,9387,1
4045,9468,4547,2
4046,5872,9344,5
4047,1893,1558,5
4048,2544,7863,2
4049,433,4691,3
4050,7891,8228,2
4051,1411,2768,4
4052,4665,841,4
4053,4655,8314,4
4054,1400,5408,5
4055,3810,6506,5
4056,6825,6917,2
4057,7787,7218,5
4058,7116,4214,2
4059,8571,810,5
4060,7503,5023,1
4061,9026,6104,3
4062,7011,1939,5
4063,3690,8274,3
4064,8670,5201,5
4065,4921,6723,3
4066,9847,6174,5
4067,694,6666,1
4068,3340,9355,1
4069,5566,8032,4
4070,7289,7087,1
4071,7675,895,3
4072,7205,5696,3
4073,436,8453,2
4074,4969,4948,4
4075,7617,9557,1
4076,6317,9466,1
4077,1818,3374,1
4078,2295,7305,5
4079,7494,5860,3
4080,4508,9775,3
4081,5144,159,1
4082,858,2524,1
4083,4289,5870,5
4084,3501,7835,3
4085,1890,1143,1
4086,6632,8293,2
4087,1912,8522,1
4088,2799,4911,4
4089,3241,7008,5
4090,554,1869,5
4091,9774,9044,5
4092,2944,2997,5
4093,8051,3057,2
4094,5267,5935,5
4095,7393,9755,4
4096,1268,3585,4
4097,7728,9597,1
4098,1612,2685,1
4099,7374,5902,2
4100,8441,6589,3
4101,1028,883,5
4102,8649,199,2
4103,6077,2255,4
4104,5825,6122,1
4105,9393,7262,1
4106,1861,425,1
4107,4633,2948,3
4108,9565,5358,2
4109,2146,6830,2
4110,8608,4480,3
4111,4337,5915,3
4112,294,4955,4
4113,920,7549,3
4114,6886,8042,2
4115,7909,4199,3
4116,7265,6347,4
4117,8248,3249,3
4118,4225,8518,5
4119,5130,6229,3
4120,6926,8341,2
4121,848,6999,5
4122,7464,9298,5
4123,4433,6407,2
4124,8769,4541,1
4125,2232,288,2
4126,3039,7741,2
4127,541,2445,5
4128,3694,8305,1
4129,9484,7607,4
4130,6678,2168,5
4131,6941,3723,2
4132,8193,5241,2
4133,427,3553,3
4134,4929,8208,5
4135,3235,2272,4
4136,5111,6565,2
4137,8445,9383,3
4138,4768,4528,4
4139,1720,260,1
4140,9518,8582,3
4141,5628,9521,2
4142,1369,7093,3
4143,9697,4454,4
4144,4790,8243,3
4145,2184,6322,1
4146,1052,6379,1
4147,1996,5443,3
4148,1753,8333,1
4149,2227,5442,5
4150,5719,1119,2
4151,9630,9008,5
4152,9091,7589,5
4153,9916,7202,1
4154,907,5663,3
4155,564,389,4
4156,9160,75,5
4157,7292,7396,2
4158,7007,6504,3
4159,5279,8376,4
4160,1856,5002,5
4161,1638,4127,4
4162,1988,3139,1
4163,165,1400,2
4164,421,8698,4
4165,8435,4838,3
4166,720,2561,2
4167,6458,8344,4
4168,4932,4424,2
4169,8206,1227,3
4170,2753,7824,1
4171,7417,8701,4
4172,188,3403,2
4173,8724,3582,5
