payment_id,order_id,payment_date,amount,payment_method
5003,5003,2024-06-29 12:01:53.747907,1566.9,cash
5004,5004,2024-04-29 22:24:35.911169,4353.93,cash
5005,5005,2023-10-20 05:58:50.645832,4383.12,cash
5006,5006,2024-07-29 01:52:14.766911,2455.12,card
5007,5007,2024-10-04 18:45:19.348389,6627.36,cash
5008,5008,2024-07-01 12:09:39.688714,88.7,card
5009,5009,2024-08-03 19:39:25.009037,4979.9,card
5010,5010,2024-04-01 07:25:26.914769,2840.58,cash
5011,5011,2024-06-07 23:09:19.682353,7920.41,card
5012,5012,2023-11-23 23:36:06.464848,3068.44,cash
5013,5013,2023-11-18 00:57:57.088609,1766.76,card
5014,5014,2023-11-05 09:53:11.670179,3318.3,cash
5015,5015,2024-05-21 05:29:55.663183,1484.26,cash
5016,5016,2024-03-29 18:02:36.745194,3400.74,card
5017,5017,2024-06-03 19:11:41.188778,1691.78,cash
5018,5018,2023-11-21 21:27:12.574041,5899.79,card
5019,5019,2024-08-16 03:07:22.644581,1461.27,card
5020,5020,2024-06-02 12:58:19.147294,960.55,card
5021,5021,2024-06-03 11:32:19.692513,5242.7,cash
5022,5022,2024-09-26 23:10:31.044879,3148.47,cash
5023,5023,2024-01-25 13:24:36.659549,338.58,cash
5024,5024,2024-04-29 19:53:16.251498,14015.51,card
5025,5025,2024-09-24 05:18:52.057009,4581.55,cash
5026,5026,2023-11-11 21:29:03.156384,907.68,cash
5027,5027,2024-05-09 09:12:48.866234,2103.2,cash
5028,5028,2023-12-04 02:12:18.151531,3555.33,card
5029,5029,2023-10-12 14:53:25.631621,6640.29,cash
5030,5030,2023-10-30 05:10:20.398988,3279.5,card
5031,5031,2023-12-02 17:04:44.586529,13787.46,cash
5032,5032,2024-03-26 11:55:52.818213,3666.66,cash
5033,5033,2024-06-04 15:06:08.494199,7288.04,card
5034,5034,2024-01-02 06:25:12.628699,3980.8,cash
5035,5035,2024-02-26 04:45:04.221317,10030.64,card
5036,5036,2024-02-08 22:13:39.438723,4955.81,card
5037,5037,2024-09-18 01:18:15.387079,199.5,cash
5038,5038,2024-05-04 05:31:16.374468,5892.48,cash
5039,5039,2024-06-21 18:24:09.410340,9291.29,cash
5040,5040,2024-01-05 19:56:29.078105,2264.52,cash
5041,5041,2024-10-06 16:01:46.055512,2963.24,card
5042,5042,2024-09-02 18:07:35.080317,13040.51,card
5043,5043,2023-12-22 19:33:59.921389,2718.75,card
5044,5044,2024-02-20 12:02:58.408158,1872.25,cash
5045,5045,2023-12-28 14:42:41.003905,0,cash
5046,5046,2024-04-09 21:55:07.283266,8168.57,cash
5047,5047,2024-01-24 00:52:49.920651,1234.87,card
5048,5048,2023-11-04 01:32:57.162912,4831.83,card
5049,5049,2024-07-25 01:39:17.660975,631.51,card
5050,5050,2024-09-02 15:50:29.857834,0,cash
5051,5051,2024-08-23 02:40:32.010545,1994.31,card
5052,5052,2024-02-24 13:33:29.005791,2926.16,card
5053,5053,2024-05-19 05:14:15.287675,994.53,cash
5054,5054,2024-01-23 10:40:32.899013,4752.49,card
5055,5055,2023-10-29 15:43:47.138876,7845.57,cash
5056,5056,2024-08-18 04:31:29.361574,5214.84,cash
5057,5057,2024-07-13 21:20:03.270613,1869.4,card
5058,5058,2023-12-15 10:06:00.274697,2975.81,cash
5059,5059,2023-12-11 12:56:04.951322,3909.66,card
5060,5060,2024-08-08 03:51:04.247108,1227.72,card
5061,5061,2024-05-28 20:51:15.732099,3801.86,card
5062,5062,2023-11-24 18:21:26.087584,12989.71,cash
5063,5063,2024-09-30 18:47:42.744792,4216.32,cash
5064,5064,2024-07-05 22:38:24.515137,3725.6,cash
5065,5065,2023-11-06 14:14:11.661390,1200.36,card
5066,5066,2024-07-05 11:06:00.922092,4037.19,card
5067,5067,2024-06-27 13:37:11.380712,3763.72,cash
5068,5068,2024-10-07 09:36:37.082364,6642.46,card
5069,5069,2024-04-13 12:46:05.026565,1810.18,card
5070,5070,2023-11-03 10:21:54.664937,11682.44,card
5071,5071,2024-07-12 00:56:01.419230,5683.05,card
5072,5072,2024-06-05 06:28:49.184036,7319.0,card
5073,5073,2024-09-15 17:04:32.667173,4259.23,cash
5074,5074,2023-10-09 01:36:46.682821,5991.92,card
5075,5075,2024-06-15 20:28:02.618572,0,cash
5076,5076,2024-01-08 05:13:35.173681,7318.95,cash
5077,5077,2024-10-07 17:43:20.248360,1152.43,card
5078,5078,2024-04-25 00:43:08.961281,2866.38,cash
5079,5079,2024-02-23 03:51:14.333262,0,card
5080,5080,2023-12-13 17:31:13.365104,1202.89,cash
5081,5081,2024-01-06 01:02:23.774306,2211.55,card
5082,5082,2024-05-14 05:08:21.565409,1623.96,card
5083,5083,2024-07-23 14:32:19.992576,8329.84,cash
5084,5084,2024-01-13 01:36:35.041612,1110.32,card
5085,5085,2024-06-08 09:53:34.872285,2782.92,cash
5086,5086,2024-04-03 09:17:12.718384,5552.57,cash
5087,5087,2024-01-04 20:12:53.953763,2259.45,card
5088,5088,2024-09-17 03:02:16.313157,2935.4,card
5089,5089,2024-05-09 05:34:08.821244,7166.59,cash
5090,5090,2023-12-03 10:18:53.647899,4496.63,cash
5091,5091,2024-07-24 06:16:50.506209,1831.11,card
5092,5092,2024-04-19 18:45:17.171771,636.95,cash
5093,5093,2023-11-05 16:51:11.155620,3861.91,card
5094,5094,2024-08-12 15:38:31.969435,4512.88,card
5095,5095,2023-10-25 00:48:36.070181,1074.0,card
5096,5096,2024-09-20 08:20:09.365965,6800.7,cash
5097,5097,2023-11-20 15:50:13.098564,934.44,card
5098,5098,2024-04-06 07:37:54.313024,6824.29,card
5099,5099,2024-09-04 15:47:16.445075,563.4,card
5100,5100,2024-10-02 02:40:07.977570,1326.9,card
5101,5101,2023-10-17 12:13:27.079520,420.3,cash
5102,5102,2023-10-29 04:06:00.720276,4717.69,cash
5103,5103,2024-09-18 00:48:45.197190,1471.72,cash
5104,5104,2023-10-29 17:09:11.794470,56.62,cash
5105,5105,2024-01-24 22:11:21.620731,2598.84,card
5106,5106,2024-08-27 14:27:50.359333,3936.27,cash
5107,5107,2024-07-19 18:13:17.774570,3623.44,card
5108,5108,2024-07-19 19:57:33.662306,4797.14,cash
5109,5109,2024-02-01 08:22:48.234409,1173.16,cash
5110,5110,2024-09-11 23:24:37.377442,3788.66,card
5111,5111,2024-02-19 21:28:10.916048,2518.85,card
5112,5112,2023-12-17 10:47:08.087425,1952.04,cash
5113,5113,2023-12-28 21:01:09.417624,11226.52,cash
5114,5114,2024-02-28 21:34:20.045759,4237.43,card
5115,5115,2023-12-16 15:06:50.191064,10563.78,card
5116,5116,2024-05-30 17:34:36.378889,2952.57,card
5117,5117,2023-12-18 19:30:13.715132,5195.39,card
5118,5118,2024-04-12 14:52:31.425734,2392.15,card
5119,5119,2024-03-04 21:44:09.947548,2024.37,cash
5120,5120,2024-06-14 23:10:25.610385,847.14,cash
5121,5121,2024-03-27 08:30:35.121628,1976.7,card
5122,5122,2023-10-19 12:05:28.377212,1096.5,card
5123,5123,2024-05-14 22:14:21.907504,444.21,card
5124,5124,2024-06-15 03:14:24.017088,6677.13,cash
5125,5125,2024-06-17 12:33:05.531594,567.9,card
5126,5126,2024-07-18 11:41:44.114003,2639.67,card
5127,5127,2024-05-14 16:46:46.120478,5622.49,cash
5128,5128,2023-12-08 01:02:26.468376,566.02,card
5129,5129,2024-01-17 14:36:51.842809,2260.84,cash
5130,5130,2024-03-31 01:12:01.075413,3792.91,card
5131,5131,2024-07-27 05:06:01.283869,2132.72,cash
5132,5132,2024-07-12 23:44:36.686926,2723.09,card
5133,5133,2024-08-13 10:34:01.219490,8102.11,cash
5134,5134,2023-10-31 16:15:58.282660,363.14,card
5135,5135,2024-05-17 04:44:17.543324,2238.56,cash
5136,5136,2024-04-13 10:58:42.800380,2663.8,card
5137,5137,2024-02-11 21:14:57.040858,7812.96,card
5138,5138,2023-11-04 18:20:16.458154,0,cash
5139,5139,2024-07-23 12:39:27.748314,3450.38,card
5140,5140,2024-08-06 12:36:42.478319,4211.01,cash
5141,5141,2024-07-31 09:03:50.986203,3930.65,card
5142,5142,2023-10-23 16:46:31.619917,1792.95,card
5143,5143,2024-08-17 14:29:16.280376,603.33,card
5144,5144,2024-08-21 18:14:46.257157,4873.85,cash
5145,5145,2023-11-08 22:38:09.440780,738.06,cash
5146,5146,2024-04-30 03:45:21.151516,2209.11,cash
5147,5147,2023-10-19 21:27:33.223642,0,cash
5148,5148,2024-02-13 17:04:09.088828,7263.73,cash
5149,5149,2024-01-09 20:17:39.364309,11616.11,cash
5150,5150,2024-07-27 10:43:50.891644,2249.7,card
5151,5151,2024-09-08 19:52:48.128113,7694.03,cash
5152,5152,2023-11-30 17:50:15.475426,136.84,card
5153,5153,2024-03-02 07:13:18.036459,3324.12,cash
5154,5154,2023-11-18 11:46:32.200108,514.72,cash
5155,5155,2024-02-10 06:12:27.788484,8620.59,card
5156,5156,2024-09-05 08:47:23.156051,2097.04,cash
5157,5157,2024-06-15 07:57:09.483215,3112.79,card
5158,5158,2023-11-03 02:58:11.268065,1397.3,card
5159,5159,2024-09-17 19:59:53.266846,2108.97,card
5160,5160,2024-02-10 08:18:52.990882,0,card
5161,5161,2024-08-14 01:37:20.150742,9428.3,card
5162,5162,2024-07-20 20:59:39.301122,6633.87,card
5163,5163,2023-11-20 18:01:21.122839,5103.24,cash
5164,5164,2024-04-18 21:45:16.953882,4608.4,cash
5165,5165,2023-11-18 14:58:01.176260,4574.1,cash
5166,5166,2024-02-05 18:11:04.513131,4952.09,cash
5167,5167,2024-07-17 19:50:45.786806,9528.29,cash
5168,5168,2023-11-03 22:58:39.752201,4422.61,cash
5169,5169,2024-10-04 22:01:46.584496,3139.25,cash
5170,5170,2024-06-19 05:09:10.469527,1393.82,card
5171,5171,2024-09-09 07:55:03.345670,3148.76,card
5172,5172,2023-10-27 05:35:18.716441,764.58,cash
5173,5173,2024-08-07 16:14:00.899986,2729.07,card
5174,5174,2024-02-16 05:21:51.084018,2599.46,cash
5175,5175,2024-06-15 20:10:43.901992,2281.05,cash
5176,5176,2024-06-13 02:52:26.990579,1676.04,card
5177,5177,2024-04-04 19:59:22.214906,1480.24,card
5178,5178,2024-03-06 18:38:58.620986,10770.49,card
5179,5179,2023-12-07 02:29:40.603781,1475.93,card
5180,5180,2024-04-03 00:56:35.885031,7574.03,card
5181,5181,2023-11-16 11:48:13.406331,4659.48,card
5182,5182,2023-10-19 19:23:29.921295,1860.05,cash
5183,5183,2024-05-29 18:00:45.060519,5795.58,cash
5184,5184,2024-05-27 08:17:35.322322,3595.28,cash
5185,5185,2024-06-17 08:10:11.073598,2337.35,cash
5186,5186,2024-02-06 21:20:17.995852,2104.09,card
5187,5187,2024-09-17 18:14:51.080480,12213.27,cash
5188,5188,2024-04-07 15:18:47.017732,2845.58,card
5189,5189,2024-07-11 07:37:46.166923,1509.68,cash
5190,5190,2024-08-02 04:19:45.541345,4338.52,cash
5191,5191,2023-11-29 15:24:44.598116,613.14,cash
5192,5192,2024-03-05 03:12:42.597178,4457.47,cash
5193,5193,2023-11-24 13:56:32.824939,8938.49,card
5194,5194,2023-11-27 01:57:18.640030,1988.68,cash
5195,5195,2024-05-14 00:38:13.714481,9992.87,cash
5196,5196,2024-04-09 18:29:03.561270,0,cash
5197,5197,2023-10-16 12:14:52.338959,5655.36,cash
5198,5198,2024-04-14 01:36:03.647259,6108.75,cash
5199,5199,2024-02-28 06:44:01.438725,3102.11,cash
5200,5200,2024-08-05 03:48:40.018367,0,card
5201,5201,2024-01-01 01:22:12.478641,5108.24,cash
5202,5202,2024-09-11 23:43:21.935449,7980.4,card
5203,5203,2023-11-26 19:25:46.137399,9442.0,cash
5204,5204,2024-07-30 01:22:37.265629,312.76,cash
5205,5205,2023-10-24 13:23:54.430677,3333.85,cash
5206,5206,2024-08-10 23:31:56.619593,552.46,card
5207,5207,2024-09-18 07:43:10.686635,2028.27,cash
5208,5208,2024-09-28 08:42:11.549005,1597.88,cash
5209,5209,2024-05-03 00:37:39.120405,11389.76,cash
5210,5210,2023-11-28 22:09:00.682737,0,card
5211,5211,2023-11-01 04:36:31.879025,6708.75,cash
5212,5212,2023-12-11 10:45:59.852274,1856.2,card
5213,5213,2024-03-16 23:08:51.074270,4356.78,card
5214,5214,2024-07-16 19:56:58.672952,11078.6,cash
5215,5215,2024-02-04 03:02:39.215279,36.42,card
5216,5216,2024-06-23 11:20:00.289843,53.12,card
5217,5217,2024-03-07 08:55:44.892884,1822.12,card
5218,5218,2024-01-26 18:51:06.755361,766.39,card
5219,5219,2023-11-12 23:20:13.069417,9272.46,cash
5220,5220,2024-02-12 20:26:09.306551,3305.15,cash
5221,5221,2024-09-21 20:59:39.210785,11801.64,card
5222,5222,2024-01-10 20:00:12.611687,831.98,card
5223,5223,2023-10-17 02:43:48.055359,44.92,card
5224,5224,2024-06-21 05:10:00.109495,3043.4,card
5225,5225,2024-07-02 10:14:38.268066,1910.64,cash
5226,5226,2024-07-19 09:09:25.013419,611.2,cash
5227,5227,2023-11-30 20:39:36.097943,4295.65,cash
5228,5228,2024-08-24 10:58:54.223207,1208.02,cash
5229,5229,2023-10-12 01:36:51.163033,0,cash
5230,5230,2023-12-26 23:37:02.500152,6169.09,cash
5231,5231,2024-04-10 01:32:53.033770,6231.49,card
5232,5232,2024-01-04 19:49:00.020990,0,cash
5233,5233,2024-05-07 12:58:18.960194,311.76,card
5234,5234,2023-12-20 01:05:10.723320,2600.71,cash
5235,5235,2024-02-29 07:18:32.641002,2897.8,card
5236,5236,2023-10-10 07:16:32.088180,9139.65,cash
5237,5237,2024-07-22 09:31:59.604981,0,cash
5238,5238,2024-09-13 16:25:55.438424,3145.63,cash
5239,5239,2024-06-05 21:30:47.921213,3696.97,cash
5240,5240,2023-11-03 00:09:40.263498,4491.24,card
5241,5241,2023-11-26 17:08:33.186209,4469.45,card
5242,5242,2024-08-12 03:54:54.168863,2561.68,card
5243,5243,2024-06-23 16:36:35.299752,1003.29,cash
5244,5244,2024-02-14 05:43:26.445453,1922.18,card
5245,5245,2023-11-16 03:41:44.835746,5723.63,cash
5246,5246,2024-07-28 13:44:40.642710,4340.75,card
5247,5247,2024-04-24 11:15:35.534341,2683.36,cash
5248,5248,2024-04-04 08:39:36.091682,1662.07,card
5249,5249,2024-04-10 22:48:22.768219,4222.88,card
5250,5250,2023-11-21 07:13:53.345516,2222.09,card
5251,5251,2024-02-27 03:32:59.536673,5312.96,cash
5252,5252,2024-05-24 05:48:32.723500,0,cash
5253,5253,2023-10-18 19:35:57.537582,4178.76,card
5254,5254,2024-08-10 21:02:23.671179,5431.15,card
5255,5255,2024-04-30 04:40:16.588865,2575.64,card
5256,5256,2024-09-19 19:57:55.818118,768.78,card
5257,5257,2023-11-03 14:28:19.959774,4546.99,cash
5258,5258,2024-03-22 19:08:14.310495,4140.24,card
5259,5259,2024-03-29 02:07:54.503931,5371.41,cash
5260,5260,2024-01-28 22:10:04.324868,4695.2,card
5261,5261,2024-08-02 00:43:28.214053,0,card
5262,5262,2024-02-03 20:16:28.996855,0,cash
5263,5263,2024-02-21 18:55:55.484603,1815.19,cash
5264,5264,2024-08-11 10:57:17.853837,6717.87,card
5265,5265,2023-10-23 04:16:12.442876,3126.98,card
5266,5266,2024-09-30 11:57:31.111074,9174.15,card
5267,5267,2024-03-06 16:11:21.475565,4923.5,card
5268,5268,2024-05-30 11:07:11.552755,1554.68,card
5269,5269,2024-03-28 21:14:39.545320,0,cash
5270,5270,2023-11-04 11:54:37.790219,7709.35,cash
5271,5271,2024-07-20 10:38:49.925932,8804.64,cash
5272,5272,2023-12-16 08:31:30.959593,11925.55,card
5273,5273,2023-12-04 17:28:24.709930,0,cash
5274,5274,2024-05-06 09:16:11.009250,416.54,cash
5275,5275,2023-12-29 16:39:49.418819,586.53,cash
5276,5276,2023-12-22 08:38:56.685388,1184.82,cash
5277,5277,2024-05-26 12:48:50.517005,5351.56,card
5278,5278,2024-02-15 08:43:53.004208,1294.32,card
5279,5279,2023-10-31 18:19:55.278164,10363.67,cash
5280,5280,2024-06-26 01:44:39.444502,3074.4,cash
5281,5281,2024-10-04 19:19:02.471203,3371.46,cash
5282,5282,2024-07-05 15:17:13.673347,1245.35,card
5283,5283,2024-03-21 13:25:17.416857,2863.02,card
5284,5284,2023-10-09 19:09:34.482199,1247.5,card
5285,5285,2023-11-06 23:28:25.845606,4651.2,card
5286,5286,2024-06-24 22:34:35.390864,11648.99,card
5287,5287,2024-02-20 03:56:47.453879,1655.29,cash
5288,5288,2024-08-19 10:30:34.359056,2115.9,card
5289,5289,2023-12-26 11:18:50.807915,2566.94,card
5290,5290,2024-03-21 20:42:43.758567,5588.77,cash
5291,5291,2024-01-02 18:48:25.468427,593.25,cash
5292,5292,2024-05-13 17:18:00.406545,6366.93,card
5293,5293,2023-10-18 14:25:23.036541,5814.51,cash
5294,5294,2023-10-27 09:37:16.467383,10203.97,cash
5295,5295,2024-06-07 14:56:48.750851,5495.4,cash
5296,5296,2024-04-23 03:11:03.109797,5739.76,card
5297,5297,2024-01-16 22:42:04.206708,0,card
5298,5298,2024-06-18 11:30:18.830193,5714.79,card
5299,5299,2024-07-17 08:25:44.550130,1584.19,cash
5300,5300,2024-01-16 19:10:39.279533,12228.63,cash
5301,5301,2024-01-10 06:27:19.192377,306.02,cash
5302,5302,2023-11-15 19:44:23.587061,5552.36,card
5303,5303,2024-07-20 13:47:25.104617,4475.61,card
5304,5304,2024-03-24 20:01:59.644216,963.3,card
5305,5305,2024-03-30 05:22:20.003186,860.7,cash
5306,5306,2023-12-21 18:53:32.072135,850.86,card
5307,5307,2024-07-18 14:04:38.392097,1110.58,card
5308,5308,2024-02-22 20:52:20.857866,2904.21,cash
5309,5309,2024-03-31 07:01:58.338039,904.37,card
5310,5310,2024-01-11 02:04:07.125090,6070.08,cash
5311,5311,2023-11-28 07:34:55.880855,527.58,card
5312,5312,2024-02-26 10:17:51.958556,2295.44,cash
5313,5313,2024-07-08 16:30:23.356645,2213.4,cash
5314,5314,2024-04-21 04:04:16.734989,0,cash
5315,5315,2023-12-08 09:54:11.956520,3029.16,cash
5316,5316,2024-06-11 18:59:30.236825,895.0,cash
5317,5317,2024-10-05 04:42:51.780040,3763.67,cash
5318,5318,2024-02-02 17:53:05.811140,1863.2,card
5319,5319,2024-08-08 19:54:19.544801,2125.98,card
5320,5320,2024-07-30 20:48:04.593606,5947.3,cash
5321,5321,2024-02-14 05:15:49.949599,3299.28,cash
5322,5322,2024-04-21 03:57:46.287395,9892.24,cash
5323,5323,2023-10-25 01:06:23.016507,3897.95,cash
5324,5324,2024-05-10 12:35:35.289040,2967.19,cash
5325,5325,2023-12-02 01:35:58.545881,10270.2,card
5326,5326,2024-03-20 11:46:43.904577,2465.76,card
5327,5327,2024-06-04 10:21:12.773010,700.91,card
5328,5328,2024-01-31 15:11:52.506566,1459.05,cash
5329,5329,2024-05-27 05:33:12.504982,556.52,cash
5330,5330,2024-08-31 15:37:56.415639,5414.98,card
5331,5331,2023-11-16 22:38:22.875088,329.7,cash
5332,5332,2023-12-11 18:06:54.498205,3966.13,card
5333,5333,2024-04-03 04:16:10.148999,990.65,cash
5334,5334,2024-07-11 14:29:40.053037,1386.5,card
5335,5335,2024-01-25 10:58:37.695309,4812.03,cash
5336,5336,2024-05-08 00:43:09.778066,2578.02,cash
5337,5337,2024-07-05 22:34:26.733664,3884.55,card
5338,5338,2024-03-24 08:55:35.295801,935.91,card
5339,5339,2024-03-12 12:56:33.715305,0,cash
5340,5340,2024-07-05 23:30:20.110183,675.88,cash
5341,5341,2024-10-06 23:50:35.865130,12895.43,card
5342,5342,2023-10-14 12:25:43.546160,915.98,card
5343,5343,2024-08-20 07:29:03.223000,4116.02,cash
5344,5344,2024-05-15 09:21:14.455876,4415.45,cash
5345,5345,2023-11-28 09:12:38.415153,4671.44,cash
5346,5346,2023-12-23 10:16:19.047470,0,cash
5347,5347,2023-12-28 00:37:46.086630,3279.8,cash
5348,5348,2024-07-24 11:52:48.740435,0,cash
5349,5349,2024-07-05 14:15:35.891677,3125.73,card
5350,5350,2024-05-07 23:27:48.461299,7916.01,cash
5351,5351,2024-06-21 22:15:04.590263,7373.35,cash
5352,5352,2024-02-18 01:02:36.933621,0,cash
5353,5353,2024-05-05 08:46:05.766053,3606.22,cash
5354,5354,2024-09-30 09:45:57.880677,2768.01,cash
5355,5355,2024-07-23 10:10:50.364665,7695.68,card
5356,5356,2024-05-19 18:23:36.995290,1051.16,card
5357,5357,2024-08-06 03:23:19.984485,6027.43,cash
5358,5358,2024-05-22 01:51:53.710223,864.42,card
5359,5359,2024-05-17 10:29:05.330487,1177.79,card
5360,5360,2023-10-27 02:36:14.946193,4739.7,card
5361,5361,2024-09-04 04:34:28.034691,2855.67,cash
5362,5362,2024-01-06 12:13:27.319237,8150.1,cash
5363,5363,2023-11-02 19:31:43.964542,1029.71,cash
5364,5364,2024-03-10 17:54:11.461726,3671.61,card
5365,5365,2024-04-02 16:12:38.029243,2284.04,card
5366,5366,2024-02-14 10:04:13.273928,4718.0,cash
5367,5367,2023-12-07 21:44:26.467414,5293.44,card
5368,5368,2024-04-17 15:25:26.114011,3778.21,card
5369,5369,2024-09-08 09:20:52.921022,6213.2,cash
5370,5370,2024-01-27 01:21:15.271160,1728.25,cash
5371,5371,2024-08-11 19:13:33.429850,2285.34,cash
5372,5372,2024-08-21 02:54:33.123004,6218.62,cash
5373,5373,2023-10-13 13:07:21.276661,1487.45,cash
5374,5374,2024-04-12 17:32:10.700045,2785.88,cash
5375,5375,2023-11-11 13:03:58.614592,0,cash
5376,5376,2024-03-19 12:07:26.251812,1696.25,card
5377,5377,2023-11-07 06:00:54.260200,8747.33,cash
5378,5378,2024-04-30 09:05:42.916182,1578.95,cash
5379,5379,2024-08-07 15:19:50.726622,5296.75,card
5380,5380,2024-06-24 03:46:34.093955,3940.79,card
5381,5381,2024-09-25 04:54:48.591936,5370.17,card
5382,5382,2024-05-07 12:25:16.202008,3894.68,card
5383,5383,2024-08-21 05:53:04.167397,6188.51,cash
5384,5384,2024-05-17 07:54:50.311606,6384.1,card
5385,5385,2023-12-04 11:17:39.151544,850.51,card
5386,5386,2024-09-24 09:18:25.971161,7398.7,cash
5387,5387,2023-11-16 20:04:26.343856,2050.48,cash
5388,5388,2024-06-13 21:17:10.156893,678.4,cash
5389,5389,2024-09-01 10:39:35.010827,5082.6,card
5390,5390,2024-03-20 02:37:17.990109,1446.32,cash
5391,5391,2024-06-23 06:16:56.971992,0,cash
5392,5392,2024-05-06 08:03:22.097447,3987.07,card
5393,5393,2024-09-26 08:20:58.255656,7495.45,cash
5394,5394,2024-07-11 02:13:47.863284,12587.01,cash
5395,5395,2024-01-26 03:35:35.221432,5709.66,card
5396,5396,2024-06-02 01:02:44.198645,497.75,cash
5397,5397,2024-05-11 05:23:21.588304,852.68,cash
5398,5398,2024-05-31 14:55:47.626407,2557.2,cash
5399,5399,2024-09-09 08:06:10.107046,3772.28,card
5400,5400,2023-10-18 23:13:59.080382,1291.4,card
5401,5401,2023-12-17 07:04:45.108732,2861.32,card
5402,5402,2024-01-05 00:43:00.568626,430.15,card
5403,5403,2024-03-08 05:38:39.712198,3604.39,card
5404,5404,2024-06-29 13:28:38.471721,1159.45,cash
5405,5405,2023-12-28 09:10:52.533759,3098.81,card
5406,5406,2024-07-23 15:28:57.896790,2138.76,card
5407,5407,2024-03-01 03:49:51.840659,3390.64,card
5408,5408,2024-04-06 13:05:26.077940,9625.97,card
5409,5409,2023-11-07 09:07:11.511373,4000.9,cash
5410,5410,2024-05-29 18:45:08.834923,1939.05,cash
5411,5411,2024-04-07 10:46:38.912892,1552.22,card
5412,5412,2024-03-28 19:42:03.625169,2823.02,cash
5413,5413,2024-01-16 05:48:04.558673,5865.09,cash
5414,5414,2024-08-23 02:48:46.592376,353.72,cash
5415,5415,2024-04-18 13:24:58.937662,1890.0,cash
5416,5416,2023-12-14 12:22:41.422502,3847.47,card
5417,5417,2024-01-18 01:56:04.048220,3632.52,cash
5418,5418,2024-02-10 10:36:32.564208,0,card
5419,5419,2024-08-10 02:08:13.361264,2070.66,cash
5420,5420,2024-08-29 05:13:23.192465,383.16,cash
5421,5421,2024-09-05 21:09:13.845399,2023.52,cash
5422,5422,2024-09-08 21:27:56.718168,873.05,card
5423,5423,2024-07-24 09:16:53.463658,6150.95,card
5424,5424,2024-07-19 02:34:56.960709,2077.46,card
5425,5425,2024-01-16 21:22:55.493734,4822.19,cash
5426,5426,2024-02-16 22:57:35.680012,174.08,cash
5427,5427,2024-04-08 21:59:41.199940,9421.61,cash
5428,5428,2023-11-27 09:03:35.974515,3633.48,card
5429,5429,2024-07-22 08:54:45.962958,3090.57,cash
5430,5430,2024-07-13 09:11:25.370910,0,cash
5431,5431,2024-08-01 19:34:15.366676,2978.8,card
5432,5432,2024-10-06 20:07:50.998063,3162.4,cash
5433,5433,2024-08-24 13:33:31.804464,3496.93,card
5434,5434,2023-11-20 23:10:14.329795,12154.96,card
5435,5435,2024-08-05 00:16:37.534549,2862.31,cash
5436,5436,2024-05-12 20:49:18.917815,1529.13,card
5437,5437,2023-12-27 18:23:57.393583,2166.98,card
5438,5438,2024-06-16 21:49:32.100437,2169.51,card
5439,5439,2024-05-26 18:07:27.787916,332.36,cash
5440,5440,2024-04-27 18:18:29.547033,9088.7,card
5441,5441,2024-03-24 14:43:46.995433,2210.91,card
5442,5442,2023-12-03 14:52:41.875069,9988.08,card
5443,5443,2024-01-31 18:05:40.823004,2852.29,cash
5444,5444,2023-12-23 07:34:20.418294,8057.61,cash
5445,5445,2024-07-06 22:47:00.424843,1605.71,card
5446,5446,2024-03-11 07:31:59.809608,1129.91,card
5447,5447,2024-09-28 17:33:28.259353,10416.0,card
5448,5448,2024-07-08 19:43:08.536825,4360.52,cash
5449,5449,2024-01-02 10:37:47.588378,8550.65,cash
5450,5450,2024-05-14 05:59:34.687043,7852.32,card
5451,5451,2024-05-30 12:45:56.934541,2742.75,cash
5452,5452,2023-10-16 15:52:45.253169,2279.95,card
5453,5453,2024-02-04 02:09:39.449415,5058.18,card
5454,5454,2024-08-21 21:06:16.070986,529.29,card
5455,5455,2024-02-20 01:00:52.858335,1977.84,card
5456,5456,2024-08-18 00:18:16.084296,3643.55,card
5457,5457,2024-09-27 08:33:35.516064,1136.55,card
5458,5458,2024-09-17 04:31:09.835453,0,card
5459,5459,2024-04-08 05:38:54.066242,3395.08,cash
5460,5460,2024-07-19 17:13:05.250228,4998.19,cash
5461,5461,2024-03-09 10:25:45.452441,1144.04,cash
5462,5462,2024-02-25 04:37:09.427438,3829.22,cash
5463,5463,2024-01-23 02:02:41.990502,3161.46,card
5464,5464,2024-03-01 13:17:37.412309,1614.3,cash
5465,5465,2024-03-06 04:57:06.516843,3914.36,card
5466,5466,2023-10-27 03:04:32.020952,425.58,cash
5467,5467,2024-09-07 08:10:35.621365,9734.69,card
5468,5468,2024-04-19 20:53:37.012898,3520.67,card
5469,5469,2024-07-19 10:31:26.089563,8067.94,card
5470,5470,2024-04-24 10:28:18.258920,9500.61,cash
5471,5471,2024-04-25 15:00:14.138813,665.24,card
5472,5472,2024-04-08 05:57:42.692894,0,cash
5473,5473,2024-08-19 09:32:02.629993,6802.8,card
5474,5474,2024-05-26 06:04:13.894473,2259.1,cash
5475,5475,2024-02-02 03:41:07.383986,5704.0,cash
5476,5476,2024-05-16 11:55:06.623414,1966.12,cash
5477,5477,2024-01-22 17:50:37.981824,10740.88,card
5478,5478,2024-08-08 10:20:10.318603,1170.17,cash
5479,5479,2024-07-06 23:25:58.575262,137.55,card
5480,5480,2024-09-25 15:25:02.539552,5613.78,card
